SampleType_GrowthCondtion,SampleType,Bacteroidota,Myxococcota,Planctomycetota,Chloroflexi,Acidobacteriota,Firmicutes,Gemmatimonadota,Crenarchaeota,Nitrososphaeraceae
Rhizosphere_Full N,Rhizosphere,0.062170151,0.020064714,0.019685979,0.03137736,0.052701779,0.011823114,0.008323934,0.028586249,0.028586249
Rhizosphere_Low N,Rhizosphere,0.099317393,0.061414714,0.035667239,0.051963993,0.10160273,0.026475989,0.024440142,0.021506127,0.021506127
Rhizosphere_Full N,Rhizosphere,0.067690347,0.032859535,0.017385762,0.027390357,0.084290563,0.030917903,0.013220887,0.077754228,0.077754228
Rhizosphere_Low N,Rhizosphere,0.109200985,0.046824252,0.030810593,0.046834064,0.113008154,0.020154445,0.029790115,0.020743183,0.020743183
Rhizosphere_Full N,Rhizosphere,0.025162062,0.007517095,0.007161448,0.007678753,0.018105692,0.005803521,0.002926009,0.011922275,0.011922275
Rhizosphere_Low N,Rhizosphere,0.064440083,0.050679029,0.039106208,0.039162606,0.132151236,0.017291554,0.025762498,0.030849576,0.030849576
Rhizosphere_Low N,Rhizosphere,0.097815674,0.052894339,0.023259032,0.038066041,0.078580401,0.016456963,0.023972238,0.025579613,0.025579613
Rhizosphere_Full N,Rhizosphere,0.098551897,0.034171728,0.014743425,0.020461491,0.055475075,0.012545851,0.012682516,0.022609865,0.022609865
Rhizosphere_Low N,Rhizosphere,0.093074244,0.054635147,0.032692682,0.045635377,0.137277437,0.016567357,0.02588539,0.037908659,0.037908659
Rhizosphere_Full N,Rhizosphere,0.052655672,0.022136047,0.01863744,0.029257511,0.045763089,0.018683216,0.009410272,0.01982762,0.01982762
Rhizosphere_Low N,Rhizosphere,0.031373892,0.019655142,0.012061276,0.018751458,0.035003207,0.01555941,0.010676597,0.008016558,0.008016558
Rhizosphere_Full N,Rhizosphere,0.098850126,0.026278851,0.013822657,0.023043959,0.066194447,0.019604562,0.020905956,0.017912751,0.017912751
Rhizosphere_Low N,Rhizosphere,0.16817246,0.003472057,0.002702841,0.004694687,0.008941252,0.003110384,0.001549017,0.003600848,0.003600848
Rhizosphere_Full N,Rhizosphere,0.17739381,0.039891335,0.021128,0.026704208,0.06605662,0.021435956,0.012692198,0.038010602,0.038010602
Rhizosphere_Low N,Rhizosphere,0.0625,0,0,0,0.1875,0,0,0.1875,0.1875
Rhizosphere_Full N,Rhizosphere,0.057200499,0.026561859,0.014817047,0.021246139,0.037570004,0.019789548,0.009425986,0.032898867,0.032898867
Rhizosphere_Low N,Rhizosphere,0.074698795,0.072289157,0.036144578,0.05060241,0.139759036,0.024096386,0.038554217,0.036144578,0.036144578
Rhizosphere_Full N,Rhizosphere,0.07718021,0.039857792,0.035835186,0.033625586,0.099318707,0.02667101,0.01259189,0.04678404,0.04678404
Rhizosphere_Low N,Rhizosphere,0.047356687,0.033965042,0.018658263,0.027011962,0.067915791,0.011726622,0.01384899,0.028319684,0.028319684
Rhizosphere_Full N,Rhizosphere,0.026372644,0.01831611,0.016538777,0.02031694,0.042496355,0.011259991,0.007300901,0.013069252,0.013069252
Rhizosphere_Low N,Rhizosphere,0.055919205,0.038590235,0.034841121,0.045038224,0.104230271,0.022348143,0.026585741,0.035366241,0.035366241
Rhizosphere_Full N,Rhizosphere,0.112400429,0.039566738,0.012433619,0.021963082,0.057164011,0.015095231,0.019690819,0.013308058,0.013308058
Rhizosphere_Low N,Rhizosphere,0.085149015,0.066098165,0.032019627,0.038543458,0.123116609,0.019137624,0.030386697,0.025937554,0.025937554
Rhizosphere_Full N,Rhizosphere,0.105011609,0.053673505,0.018330188,0.031297098,0.099675488,0.019470733,0.027345925,0.016279922,0.016279922
Rhizosphere_Low N,Rhizosphere,0.100606749,0.067444465,0.032326542,0.04218831,0.138315476,0.02228091,0.034984204,0.013405319,0.013405319
Rhizosphere_Full N,Rhizosphere,0.09538442,0.047681614,0.030601,0.033398322,0.116724591,0.024730864,0.026256675,0.039925405,0.039925405
Rhizosphere_Low N,Rhizosphere,0.027506482,0.022379476,0.019016707,0.028539681,0.057995594,0.012544593,0.009786147,0.018607326,0.018607326
Rhizosphere_Full N,Rhizosphere,0.096742268,0.030468336,0.02336377,0.034014728,0.096977909,0.012795287,0.019416789,0.05878056,0.058768778
Rhizosphere_Low N,Rhizosphere,0.030013901,0.027974041,0.011391957,0.017018022,0.039522278,0.014344819,0.011169876,0.032761131,0.032761131
Rhizosphere_Full N,Rhizosphere,0.078147493,0.049182583,0.031293839,0.04261757,0.090122223,0.028634826,0.017036025,0.035814162,0.035814162
Rhizosphere_Low N,Rhizosphere,0.02658411,0.022889719,0.010807599,0.017033809,0.040698576,0.020013434,0.008706361,0.027565836,0.027565836
Rhizosphere_Full N,Rhizosphere,0.063237372,0.027095862,0.016826054,0.025099412,0.05006737,0.023628775,0.010376614,0.050445299,0.050445299
Rhizosphere_Low N,Rhizosphere,0.137802433,0.00878367,0.005465773,0.008418038,0.028949548,0.007770104,0.005460671,0.009162907,0.009162907
Rhizosphere_Full N,Rhizosphere,0.086632474,0.039576706,0.025968967,0.041277673,0.109978576,0.018723625,0.020723236,0.050990067,0.050990067
Rhizosphere_Low N,Rhizosphere,0.071445006,0.045445906,0.01988696,0.041054369,0.088210874,0.03794328,0.022607913,0.077877257,0.077877257
Rhizosphere_Full N,Rhizosphere,0.031498387,0.016093492,0.013765379,0.019706986,0.036148055,0.008486136,0.00887962,0.017601847,0.017601847
Rhizosphere_Low N,Rhizosphere,0.089560316,0.055465357,0.029897438,0.042899193,0.083250835,0.008566639,0.029052654,0.020934806,0.020934806
Rhizosphere_Full N,Rhizosphere,0.059003508,0.039640739,0.014131771,0.025132121,0.06642381,0.022942818,0.019560165,0.007034482,0.007034482
Rhizosphere_Low N,Rhizosphere,0.067506791,0.03820635,0.027118493,0.041768714,0.093400721,0.025203723,0.022910451,0.009974618,0.009974618
Rhizosphere_Full N,Rhizosphere,0.088624801,0.039360752,0.019068702,0.026272865,0.058992582,0.021787254,0.014757855,0.010058643,0.010058643
Rhizosphere_Low N,Rhizosphere,0.085235043,0.055316311,0.034993727,0.049766595,0.127790399,0.030212607,0.034880698,0.016683056,0.016683056
Rhizosphere_Full N,Rhizosphere,0.033138316,0.027488648,0.011989172,0.015228781,0.037128886,0.019472581,0.010635697,0.026222494,0.026222494
Rhizosphere_Low N,Rhizosphere,0.044991067,0.023414237,0.017350066,0.025469519,0.050045754,0.012905428,0.01016021,0.016180807,0.016180807
Rhizosphere_Full N,Rhizosphere,0.084166905,0.035620567,0.024266674,0.041349476,0.115617449,0.047468108,0.023253397,0.029203149,0.029203149
Rhizosphere_Low N,Rhizosphere,0.046518642,0.05157653,0.027191945,0.056588014,0.099000023,0.037400524,0.020881186,0.033595508,0.033595508
Rhizosphere_Full N,Rhizosphere,0.081172503,0.035731388,0.021212646,0.035160827,0.089160358,0.031278974,0.018828516,0.03325556,0.03325556
Rhizosphere_Low N,Rhizosphere,0.026652322,0.030367897,0.013697719,0.022592917,0.038641985,0.041769723,0.009804683,0.030489901,0.030489901
Rhizosphere_Full N,Rhizosphere,0.067119891,0.033121117,0.021676743,0.032751943,0.055348137,0.018820874,0.011548856,0.038721406,0.038721406
Rhizosphere_Low N,Rhizosphere,0.081436634,0.036467543,0.031106333,0.032478463,0.098623626,0.018573268,0.012660377,0.048378199,0.048378199
Rhizosphere_Full N,Rhizosphere,0.101123754,0.027733409,0.020510283,0.033726765,0.052964874,0.030192946,0.015859778,0.027648597,0.027648597
Rhizosphere_Low N,Rhizosphere,0.116602408,0.038941656,0.035714519,0.056523988,0.100322714,0.018917698,0.01953956,0.022740513,0.022740513
Rhizosphere_Full N,Rhizosphere,0.031400966,0.028585597,0.025754231,0.034472278,0.052644208,0.022618933,0.01151742,0.025210353,0.025210353
Rhizosphere_Low N,Rhizosphere,0.043509287,0.043488898,0.020847351,0.030429996,0.047525843,0.026005668,0.012253553,0.018461883,0.018461883
Rhizosphere_Full N,Rhizosphere,0.033816284,0.02159932,0.017342556,0.024293168,0.053017838,0.017090159,0.008761073,0.013930348,0.013930348
Rhizosphere_Low N,Rhizosphere,0.016483931,0.020925644,0.012484233,0.018780254,0.028989726,0.01018791,0.00666257,0.011147407,0.011147407
Rhizosphere_Full N,Rhizosphere,0.038521887,0.028507157,0.016122835,0.024264306,0.049088988,0.028835377,0.011079445,0.02815492,0.02815492
Rhizosphere_Low N,Rhizosphere,0.022813183,0.017837805,0.011799922,0.017470015,0.027553585,0.016509675,0.006446538,0.020126274,0.020126274
Rhizosphere_Full N,Rhizosphere,0.072521633,0.02590162,0.0208781,0.017843661,0.048260642,0.022896219,0.011687671,0.019760149,0.019760149
Rhizosphere_Low N,Rhizosphere,0.052136657,0.03473849,0.018158381,0.027838719,0.072422811,0.015100997,0.014791127,0.026888451,0.026888451
Rhizosphere_Full N,Rhizosphere,0.055017176,0.027861932,0.024334638,0.030793149,0.065998488,0.01862583,0.012634347,0.026135156,0.026135156
Rhizosphere_Low N,Rhizosphere,0.052872266,0.062894247,0.038673056,0.046193753,0.140097188,0.02587187,0.02274737,0.046682219,0.046682219
Rhizosphere_Full N,Rhizosphere,0.023415978,0.011019284,0.012396694,0.016528926,0.045454545,0.022038567,0.008264463,0.017906336,0.017906336
Rhizosphere_Low N,Rhizosphere,0.044800042,0.0443179,0.034818415,0.042115688,0.077116535,0.018191058,0.016901005,0.020015376,0.020015376
Rhizosphere_Full N,Rhizosphere,0.136345773,0.037024441,0.028884959,0.039752717,0.102548406,0.01185024,0.037288955,0.041853716,0.041853716
Rhizosphere_Low N,Rhizosphere,0.096224297,0.064276992,0.036110323,0.046212579,0.152884509,0.020284689,0.035986974,0.056271663,0.056271663
Rhizosphere_Full N,Rhizosphere,0.052211811,0.059982645,0.035597633,0.04373897,0.100874584,0.026296033,0.020309468,0.035773135,0.035773135
Rhizosphere_Low N,Rhizosphere,0.059218909,0.032832144,0.022086306,0.027310567,0.059293238,0.01992015,0.015248046,0.030527948,0.030527948
Rhizosphere_Full N,Rhizosphere,0.113292946,0.021558387,0.014316552,0.022185085,0.061541675,0.017756424,0.019037671,0.016879047,0.016879047
Rhizosphere_Low N,Rhizosphere,0.028274172,0.016372313,0.011321281,0.015965908,0.031223511,0.009486653,0.006514091,0.012459214,0.012459214
Rhizosphere_Full N,Rhizosphere,0.04758703,0.042049438,0.022467666,0.033860147,0.06772785,0.028466095,0.014225493,0.037629941,0.037629941
Rhizosphere_Low N,Rhizosphere,0.075458576,0.059279222,0.019618071,0.031296184,0.074879017,0.024843761,0.026022197,0.0138418,0.0138418
Rhizosphere_Full N,Rhizosphere,0.063481036,0.020972189,0.017520245,0.02420703,0.048631163,0.022882699,0.007772302,0.026486616,0.026486616
Rhizosphere_Low N,Rhizosphere,0.084178199,0.064900466,0.052517329,0.056871161,0.170292804,0.016502627,0.037494758,0.019906756,0.019906756
Rhizosphere_Full N,Rhizosphere,0.046756358,0.020503813,0.017310072,0.017757196,0.042516667,0.013820911,0.009062238,0.019465847,0.019465847
Rhizosphere_Low N,Rhizosphere,0.061589916,0.036186038,0.024160247,0.033288257,0.080461713,0.022518172,0.0211538,0.02319432,0.023182246
Rhizosphere_Full N,Rhizosphere,0.087615563,0.034366731,0.032716997,0.024615334,0.108702754,0.012397504,0.018767763,0.021283199,0.021283199
Rhizosphere_Low N,Rhizosphere,0.095546504,0.056542218,0.03211266,0.033473611,0.093847728,0.022846608,0.03324196,0.045837999,0.045837999
Rhizosphere_Full N,Rhizosphere,0.042874,0.018732791,0.01914252,0.02124033,0.04823325,0.00708011,0.006490101,0.039104497,0.039104497
Rhizosphere_Low N,Rhizosphere,0.082584841,0.047303309,0.034879041,0.043204254,0.105315002,0.024181248,0.033470322,0.047599881,0.047599881
Rhizosphere_Full N,Rhizosphere,0.150244867,0.039570178,0.027761895,0.037096654,0.090600607,0.009546065,0.038265052,0.027165266,0.027165266
Rhizosphere_Low N,Rhizosphere,0.101349031,0.061810155,0.040667157,0.042016188,0.129212656,0.014422369,0.058670591,0.017292127,0.017292127
Rhizosphere_Full N,Rhizosphere,0.098147699,0.025838098,0.033951718,0.049366168,0.115059391,0.008398808,0.013845913,0.044418144,0.044418144
Rhizosphere_Low N,Rhizosphere,0.048132274,0.037751183,0.020365515,0.032546125,0.052447248,0.010884183,0.019610878,0.016718105,0.016718105
Rhizosphere_Full N,Rhizosphere,0.034734886,0.020832723,0.013773168,0.017901014,0.042597729,0.016869052,0.008759946,0.017343989,0.017343989
Rhizosphere_Low N,Rhizosphere,0.062971749,0.047210059,0.036408472,0.055508153,0.123768178,0.021406269,0.025981941,0.021246871,0.021246871
Rhizosphere_Full N,Rhizosphere,0.038873801,0.023931719,0.012592141,0.021227069,0.035404312,0.013223965,0.010341961,0.006307155,0.006307155
Rhizosphere_Low N,Rhizosphere,0.083782905,0.054522804,0.031675875,0.052805763,0.128723865,0.017603727,0.022364858,0.014077565,0.014077565
Rhizosphere_Full N,Rhizosphere,0.085265455,0.036236738,0.024179433,0.039402321,0.088182545,0.029408587,0.015557812,0.034248795,0.034248795
Rhizosphere_Low N,Rhizosphere,0.090597775,0.055022268,0.036072322,0.053904434,0.143295658,0.025373055,0.0334463,0.022569598,0.022569598
Rhizosphere_Full N,Rhizosphere,0.07153669,0.034338781,0.018895104,0.033410113,0.077137947,0.028386531,0.020394135,0.022331907,0.022331907
Rhizosphere_Low N,Rhizosphere,0,1,0,0,0,0,0,0,0
Rhizosphere_Full N,Rhizosphere,0.055866896,0.046165533,0.02997584,0.027086602,0.088557623,0.036464171,0.015479838,0.033039428,0.033039428
Rhizosphere_Low N,Rhizosphere,0.023551347,0.023796673,0.018669349,0.024324125,0.047446151,0.020852755,0.009776262,0.025170502,0.025170502
Rhizosphere_Full N,Rhizosphere,0.037688479,0.010392795,0.013326716,0.021281875,0.039790393,0.016216847,0.005269381,0.027543826,0.027543826
Rhizosphere_Low N,Rhizosphere,0.038000145,0.02233351,0.016268002,0.027548809,0.059991498,0.014163219,0.013738115,0.012991591,0.012991591
Rhizosphere_Full N,Rhizosphere,0.109118173,0.050268466,0.033841242,0.043680163,0.109340686,0.021486964,0.022135152,0.043660814,0.043660814
Rhizosphere_Low N,Rhizosphere,0.091751205,0.049122239,0.030577739,0.048375782,0.096589683,0.036765235,0.027483992,0.043843082,0.043843082
Rhizosphere_Low N,Rhizosphere,0.109718702,0.053843369,0.028905621,0.0469273,0.100948004,0.008778087,0.02592048,0.025314585,0.025314585
Rhizosphere_Full N,Rhizosphere,0.092194155,0.031184217,0.016999559,0.025762471,0.077862633,0.021295344,0.019557448,0.019129094,0.019129094
Rhizosphere_Low N,Rhizosphere,0.078624079,0.03966304,0.034749035,0.048789049,0.104598105,0.023166023,0.028080028,0.031239031,0.031239031
Rhizosphere_Full N,Rhizosphere,0.090571534,0.043406727,0.019105073,0.035719744,0.07954004,0.031197461,0.027295531,0.011597903,0.011597903
Rhizosphere_Low N,Rhizosphere,0.065714912,0.041859741,0.023791501,0.045149378,0.088480612,0.022935488,0.022525167,0.020261332,0.020261332
Rhizosphere_Full N,Rhizosphere,0.100535336,0.044802083,0.022165359,0.04142397,0.083330528,0.01570093,0.014982661,0.013927702,0.013927702
Rhizosphere_Low N,Rhizosphere,0.055227094,0.039791304,0.025859221,0.041750681,0.074501897,0.036237085,0.020482326,0.016711664,0.016711664
Rhizosphere_Full N,Rhizosphere,0.089754996,0.041284561,0.026758828,0.039248563,0.098839995,0.036630851,0.021814262,0.033397208,0.033397208
Rhizosphere_Low N,Rhizosphere,0.068960306,0.02660941,0.022478843,0.032931191,0.099498791,0.027642051,0.019645376,0.02574048,0.02574048
Rhizosphere_Full N,Rhizosphere,0.08129477,0.046823144,0.031513268,0.035380156,0.096056524,0.026595186,0.024267544,0.038931687,0.038931687
Rhizosphere_Low N,Rhizosphere,0.015224245,0.013093987,0.010850115,0.011815832,0.029482773,0.008009771,0.004260516,0.025818729,0.025818729
Rhizosphere_Full N,Rhizosphere,0.066023504,0.032225159,0.026744153,0.032304178,0.083012471,0.021952761,0.013821045,0.040586748,0.040586748
Rhizosphere_Low N,Rhizosphere,0.082697086,0.052867036,0.038059313,0.045752066,0.109514416,0.022492221,0.02538113,0.034179921,0.034179921
Rhizosphere_Full N,Rhizosphere,0.112772972,0.053576565,0.026683187,0.035079762,0.09419873,0.01955882,0.028906786,0.022169613,0.022169613
Rhizosphere_Low N,Rhizosphere,0.087499409,0.058648252,0.037222721,0.046209147,0.159367166,0.035803812,0.025918744,0.067421842,0.067421842
Rhizosphere_Full N,Rhizosphere,0.088536917,0.041315916,0.031080434,0.050357258,0.127149615,0.019460538,0.038389618,0.050199789,0.050199789
Rhizosphere_Low N,Rhizosphere,0.073364965,0.033224182,0.019257329,0.028991803,0.057604918,0.017207966,0.01434554,0.03111913,0.03111913
Rhizosphere_Full N,Rhizosphere,0.016104452,0.010166536,0.007221604,0.011086398,0.01960542,0.005979104,0.004640499,0.005951645,0.005951645
Rhizosphere_Low N,Rhizosphere,0.052585622,0.029585191,0.032173895,0.057146673,0.127997041,0.017761387,0.017319664,0.044110698,0.044110698
Rhizosphere_Full N,Rhizosphere,0.086076526,0.047461209,0.013900686,0.021161774,0.074444283,0.023782395,0.022352966,0.012036212,0.012036212
Rhizosphere_Low N,Rhizosphere,0.103875804,0.058744082,0.036269273,0.049335316,0.116380357,0.019652179,0.027467525,0.019045162,0.019045162
Rhizosphere_Full N,Rhizosphere,0,0,0,0.5,0.5,0,0,0,0
Rhizosphere_Low N,Rhizosphere,0.092571609,0.060370497,0.028722759,0.050805028,0.097631031,0.018762023,0.027984927,0.016548526,0.016548526
Rhizosphere_Full N,Rhizosphere,0.103161507,0.025707874,0.023485799,0.030900051,0.079477702,0.014443491,0.023562801,0.030922051,0.030922051
Rhizosphere_Low N,Rhizosphere,0.023431916,0.015544703,0.008550863,0.013689889,0.023678658,0.008508321,0.006338699,0.010073852,0.010073852
Rhizosphere_Full N,Rhizosphere,0.076007451,0.040843215,0.022761347,0.044614057,0.094013599,0.029833568,0.020762346,0.037572123,0.037572123
Rhizosphere_Low N,Rhizosphere,0.084339476,0.036397656,0.021252559,0.025983196,0.07191273,0.025665466,0.014156605,0.028383817,0.028383817
Rhizosphere_Full N,Rhizosphere,0.175185188,0.024364458,0.011547201,0.022078359,0.041904945,0.014677715,0.011753156,0.016764724,0.016764724
Rhizosphere_Low N,Rhizosphere,0.072344606,0.038380619,0.03063024,0.047136537,0.135105659,0.032540763,0.024589276,0.052976393,0.052976393
Rhizosphere_Full N,Rhizosphere,0.132356217,0.039130735,0.018827922,0.03067315,0.103388411,0.017660299,0.031433641,0.060470583,0.060432174
Rhizosphere_Low N,Rhizosphere,0.089168773,0.063546365,0.02708854,0.044458718,0.094195512,0.043606965,0.029448315,0.041680048,0.041680048
Rhizosphere_Full N,Rhizosphere,0.06936362,0.042761853,0.024640346,0.031966829,0.070639986,0.036502614,0.01226609,0.029745809,0.029731386
Rhizosphere_Low N,Rhizosphere,0.011053816,0.012677701,0.003717843,0.008033959,0.015996695,0.005640865,0.003390217,0.011922737,0.011922737
Rhizosphere_Full N,Rhizosphere,0.114842838,0.041364587,0.024237301,0.032131909,0.079943558,0.018824202,0.02477861,0.031426382,0.031426382
Rhizosphere_Low N,Rhizosphere,0.073181334,0.041730966,0.025408072,0.02410398,0.093264361,0.007726749,0.024886435,0.031363429,0.031363429
Rhizosphere_Full N,Rhizosphere,0.058237296,0.036475164,0.012210815,0.023849695,0.065586662,0.027281306,0.019774658,0.010166147,0.010166147
Rhizosphere_Low N,Rhizosphere,0.025543915,0.021634444,0.010857946,0.018743064,0.032395671,0.013504984,0.008918481,0.005731855,0.005731855
Rhizosphere_Full N,Rhizosphere,0.09004967,0.048939829,0.015832909,0.026276096,0.07302545,0.019541345,0.021251453,0.008387215,0.008387215
Rhizosphere_Low N,Rhizosphere,0.075069763,0.057392366,0.029599362,0.049681084,0.116254734,0.028166733,0.03283835,0.014413494,0.014413494
Rhizosphere_Full N,Rhizosphere,0.048594756,0.018380995,0.009945431,0.01571411,0.043162516,0.01893899,0.011077832,0.023000862,0.023000862
Rhizosphere_Low N,Rhizosphere,0.024152604,0.0215536,0.018833712,0.024128427,0.059136405,0.017371017,0.00953774,0.022145931,0.022145931
Rhizosphere_Full N,Rhizosphere,0.049227174,0.033911428,0.018849067,0.044004617,0.070258172,0.024817703,0.019552915,0.035600664,0.035600664
Rhizosphere_Low N,Rhizosphere,0.017393806,0.010998178,0.006836705,0.012714546,0.022216895,0.008533896,0.006683287,0.008121584,0.008121584
Rhizosphere_Full N,Rhizosphere,0.082168415,0.059851165,0.023150278,0.030473002,0.076773559,0.02368183,0.020619456,0.066205988,0.066205988
Rhizosphere_Low N,Rhizosphere,0.097209448,0.048106991,0.027418604,0.03786018,0.086205218,0.015537931,0.02158647,0.043465088,0.043465088
Rhizosphere_Full N,Rhizosphere,0.074857818,0.038060418,0.021788906,0.037240564,0.064502548,0.016315828,0.012836989,0.037565551,0.037565551
Rhizosphere_Low N,Rhizosphere,0.095779406,0.061600941,0.034931238,0.035658709,0.178786959,0.029604889,0.03140775,0.06673119,0.06673119
Rhizosphere_Full N,Rhizosphere,0.065816513,0.05297976,0.033536957,0.050568176,0.12051347,0.031641472,0.025955015,0.038341356,0.038341356
Rhizosphere_Low N,Rhizosphere,0.024347667,0.027290121,0.012768423,0.02235808,0.038152809,0.021489065,0.009757362,0.027099548,0.027099548
Rhizosphere_Full N,Rhizosphere,0.096889924,0.038648806,0.016027956,0.023040186,0.061059988,0.027559697,0.019429237,0.008992429,0.008992429
Rhizosphere_Low N,Rhizosphere,0.024253952,0.018247345,0.013960811,0.017446464,0.037013442,0.006889397,0.007899599,0.007835892,0.007835892
Rhizosphere_Full N,Rhizosphere,0.057873368,0.017185625,0.012299283,0.017344531,0.037080589,0.011679551,0.011584208,0.016986994,0.016986994
Rhizosphere_Low N,Rhizosphere,0.106938179,0.039666743,0.028024764,0.04423752,0.108228399,0.0088215,0.023493994,0.03029515,0.03029515
Rhizosphere_Full N,Rhizosphere,0.10023225,0.0686624,0.016763888,0.02755948,0.071369737,0.017337762,0.023508601,0.005583462,0.005583462
Rhizosphere_Low N,Rhizosphere,0.098279854,0.065183592,0.023949719,0.039166391,0.090291102,0.0214522,0.031425736,0.016953358,0.016953358
Rhizosphere_Full N,Rhizosphere,0.038461254,0.023846273,0.012672717,0.020345767,0.039450849,0.028262523,0.010139651,0.016941267,0.016941267
Rhizosphere_Low N,Rhizosphere,0.066434703,0.016958247,0.009283949,0.013495057,0.025039022,0.011397633,0.006406087,0.008259625,0.008259625
Rhizosphere_Full N,Rhizosphere,0.035226383,0.010934067,0.008366792,0.013863286,0.026236711,0.016178043,0.006464483,0.023804113,0.023804113
Rhizosphere_Low N,Rhizosphere,0.09213606,0.058968002,0.028125096,0.038457393,0.105548027,0.014004804,0.027940316,0.048373934,0.048373934
Rhizosphere_Full N,Rhizosphere,0.124940211,0.032414154,0.021023593,0.034850221,0.060456735,0.020912357,0.014471796,0.022769997,0.022769997
Rhizosphere_Low N,Rhizosphere,0.030867084,0.022983284,0.016288734,0.028381683,0.080053984,0.021874207,0.009874795,0.045244999,0.045244999
Rhizosphere_Full N,Rhizosphere,0.135977556,0.04760757,0.026561129,0.041205904,0.098618436,0.018183045,0.027988007,0.035228445,0.035228445
Rhizosphere_Low N,Rhizosphere,0.108749988,0.071564694,0.0325503,0.048408875,0.12061519,0.029265583,0.031573504,0.026565029,0.026565029
Rhizosphere_Full N,Rhizosphere,0.110578355,0.025080504,0.022640546,0.027236747,0.097314627,0.007078717,0.009930064,0.081114437,0.081114437
Rhizosphere_Low N,Rhizosphere,0.023679367,0.018226433,0.0091064,0.010933133,0.030086565,0.006557154,0.005289346,0.025219821,0.025219821
Rhizosphere_Full N,Rhizosphere,0.104731104,0.039394093,0.029494739,0.034812942,0.124008794,0.027899914,0.02863061,0.019010827,0.019010827
Rhizosphere_Low N,Rhizosphere,0.104814694,0.053424666,0.03184517,0.040982545,0.119396267,0.015981158,0.032116455,0.023484657,0.023484657
Rhizosphere_Full N,Rhizosphere,0.084685614,0.042488494,0.014897496,0.023862889,0.078574204,0.012857869,0.023347379,0.010362501,0.010362501
Rhizosphere_Low N,Rhizosphere,0.075440205,0.059469541,0.023412259,0.038093131,0.093693295,0.02248285,0.024683084,0.012057029,0.012057029
Rhizosphere_Full N,Rhizosphere,0.118214825,0.03930908,0.027194622,0.041681645,0.10823927,0.017848156,0.028255087,0.015853045,0.015853045
Rhizosphere_Low N,Rhizosphere,0.108609867,0.063770029,0.028521676,0.038871491,0.114929293,0.014787457,0.038169333,0.036470109,0.036470109
Rhizosphere_Full N,Rhizosphere,0.085038439,0.017404358,0.010171496,0.016849384,0.030123277,0.017577219,0.009743893,0.013028249,0.013028249
Rhizosphere_Low N,Rhizosphere,0.017514886,0.01295496,0.007486719,0.011633775,0.022065637,0.013230207,0.005514116,0.008514308,0.008514308
Rhizosphere_Full N,Rhizosphere,0.0926686,0.032196866,0.021580109,0.034841934,0.088491217,0.024991335,0.01922691,0.083182838,0.083182838
Rhizosphere_Low N,Rhizosphere,0.064562378,0.05747152,0.033564879,0.041444846,0.109397055,0.024073354,0.034342873,0.032809114,0.032809114
Rhizosphere_Full N,Rhizosphere,0.089017341,0.062427746,0.025433526,0.043930636,0.083236994,0.031213873,0.015028902,0.03699422,0.03699422
Rhizosphere_Low N,Rhizosphere,0.068860561,0.055084207,0.03330081,0.047745302,0.138972553,0.037447503,0.0259513,0.070833157,0.070833157
Rhizosphere_Full N,Rhizosphere,0.081286244,0.025803399,0.023538177,0.048616704,0.089652465,0.018302996,0.019501047,0.033787049,0.033787049
Rhizosphere_Low N,Rhizosphere,0.053503765,0.029501501,0.01958565,0.035037646,0.065867821,0.028025196,0.014074111,0.035603563,0.035603563
Rhizosphere_Full N,Rhizosphere,0.106646995,0.041838795,0.022705389,0.039089921,0.10559093,0.025889113,0.030656934,0.052492623,0.052492623
Rhizosphere_Low N,Rhizosphere,0.085785032,0.054243546,0.023988924,0.043371762,0.09614207,0.028745884,0.028062515,0.029775376,0.029775376
Rhizosphere_Full N,Rhizosphere,0.02339146,0.011001353,0.007444933,0.011110038,0.027249783,0.005228963,0.007004154,0.010270747,0.010270747
Rhizosphere_Low N,Rhizosphere,0.069005291,0.042651889,0.03638324,0.042614277,0.150134149,0.018154008,0.028923548,0.034615481,0.034615481
Rhizosphere_Full N,Rhizosphere,0.136717276,0.036404369,0.01366077,0.019565826,0.057370363,0.028831286,0.015353147,0.007378277,0.007378277
Rhizosphere_Low N,Rhizosphere,0.064171123,0.045454545,0.016042781,0.026737968,0.082887701,0.013368984,0.029411765,0.013368984,0.013368984
Rhizosphere_Full N,Rhizosphere,0.079192223,0.029643034,0.014429159,0.023397338,0.069975818,0.015862467,0.014341079,0.01137037,0.01137037
Rhizosphere_Low N,Rhizosphere,0.107058669,0.062461859,0.03404291,0.045219035,0.126922018,0.015495806,0.030692465,0.009871845,0.009871845
Rhizosphere_Full N,Rhizosphere,0.109930361,0.048849145,0.028319164,0.032841187,0.097992222,0.023785837,0.028296554,0.030704531,0.030704531
Rhizosphere_Low N,Rhizosphere,0.030374853,0.027622439,0.013357945,0.01971471,0.038522871,0.01813098,0.007656516,0.021396741,0.021396741
Rhizosphere_Full N,Rhizosphere,0.067563528,0.032436472,0.019282511,0.033183857,0.081016442,0.016890882,0.023019432,0.113901345,0.113901345
Rhizosphere_Low N,Rhizosphere,0.089878982,0.052535562,0.034253092,0.040771874,0.140716044,0.018101611,0.027797218,0.072846797,0.072846797
Rhizosphere_Full N,Rhizosphere,0.075196832,0.046186945,0.031447405,0.042570722,0.126716561,0.037226495,0.022452623,0.037077726,0.037077726
