id	SampleType	GrowthCondtion	Genotype	SorghumType	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion	SampleType_GrowthCondtion	GrowthCondtion_SampleType	SampleType_Variety	Variety_SampleType	Variety_SampleType_GrowthCondtion	SampleType_Variety_GrowthCondtion	shannon_entropy
CC0719FS4Z0718177700	Rhizosphere	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	9.996913948
CC0719LS4Z0718177676	Rhizosphere	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.78957369
CC0720FE9Z0718177701	Rhizosphere	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.791053534
CC0720LE9Z0718177677	Rhizosphere	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.21345788
CC0721FS6Z0718177702	Rhizosphere	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.01532472
CC0721LS6Z0718177678	Rhizosphere	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	9.166454797
CC0722FE14Z0718177703	Rhizosphere	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.684911306
CC0722LE14Z0718177679	Rhizosphere	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.41207381
CC0723FE8Z0718177704	Rhizosphere	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.444154553
CC0723LE8Z0718177680	Rhizosphere	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	4.923493012
CC0724FE7Z0718177705	Rhizosphere	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	8.568675924
CC0801FG3Z0718177706	Rhizosphere	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	9.984104906
CC0801LG3Z0718177727	Rhizosphere	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	8.678797386
CC0802FG1Z0718175367	Rhizosphere	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	10.38093683
CC0802LG1Z0718175370	Rhizosphere	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	8.896161978
CC0803FS2Z0718177707	Rhizosphere	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.65347357
CC0803LS2Z0718177728	Rhizosphere	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	9.5156426
CC0804FE17Z0718175368	Rhizosphere	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.94084357
CC0805FE10Z0718177708	Rhizosphere	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.06327418
CC0805LE10Z0718177729	Rhizosphere	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	7.21544343
CC0806LS10Z0718177730	Rhizosphere	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.90509045
CC0807FE9Z0718177710	Rhizosphere	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.700571414
CC0807LE9Z0718177731	Rhizosphere	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.50176967
CC0808FE18Z0718177711	Rhizosphere	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.02835673
CC0808LE18Z0718177732	Rhizosphere	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	8.530947795
CC0809FS8Z0718177712	Rhizosphere	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.44348192
CC0809LS8Z0718177733	Rhizosphere	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	6.104168632
CC0810FE6Z0718177713	Rhizosphere	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.809169721
CC0810LE6Z0718177734	Rhizosphere	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.81266702
CC0811FE8Z0718177714	Rhizosphere	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.6242704
CC0811LE8Z0718177735	Rhizosphere	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.1306162
CC0812FS6Z0718177715	Rhizosphere	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.52041839
CC0812LS6Z0718177736	Rhizosphere	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.80781075
CC0813FS4Z0718177716	Rhizosphere	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.78338671
CC0813LS4Z0718177737	Rhizosphere	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	7.096401734
CC0814FE5Z0718177717	Rhizosphere	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.62224712
CC0814LE5Z0718177738	Rhizosphere	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	7.318331042
CC0815FE1Z0718177718	Rhizosphere	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.01224061
CC0815LE1Z0718177739	Rhizosphere	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	5.688599988
CC0816FE15Z0718177719	Rhizosphere	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.46886692
CC0816LE15Z0718177740	Rhizosphere	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	7.781693107
CC0817FE7Z0718177720	Rhizosphere	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.24801681
CC0817LE7Z0718177741	Rhizosphere	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	8.076206178
CC0818FS3Z0718177721	Rhizosphere	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	9.633679824
CC0818LS3Z0718177742	Rhizosphere	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	4.735953432
CC0819FE11Z0718177722	Rhizosphere	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.09554106
CC0819LE11Z0718177743	Rhizosphere	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	6.386186224
CC0820FE4Z0718177723	Rhizosphere	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.961683199
CC0820LE4Z0718177744	Rhizosphere	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	7.03945034
CC0821LE14Z0718175372	Rhizosphere	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	9.606856485
CC0822FS5Z0718177724	Rhizosphere	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	9.889438926
CC0822LS5Z0718177745	Rhizosphere	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	6.057856988
CC0823FE13Z0718177725	Rhizosphere	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.629284
CC0823LE13Z0718177746	Rhizosphere	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	7.265335948
CC0824FE3Z0718177726	Rhizosphere	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.45312263
CC0824LE3Z0718177747	Rhizosphere	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	4.010186019
CC0101FG1R0718175892	Root	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	7.664267051
CC0101LG1R0718175889	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	7.513549037
CC0102FG3R0718176933	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	7.53602253
CC0102LG3R0718176912	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	7.82584119
CC0103LS10R0718176913	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.91229612
CC0104FE17R0718175893	Root	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	9.121241097
CC0104LE17R0718175890	Root	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.724908059
CC0105FS2R0718176935	Root	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.527301604
CC0105LS2R0718176914	Root	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	9.193825087
CC0106LE10R0718176915	Root	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.219665226
CC0107FE8R0718176937	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	7.780536433
CC0107LE8R0718176916	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.23321549
CC0108FS3R0718176938	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	6.77996157
CC0108LS3R0718176917	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	6.129673871
CC0110FE5R0718176940	Root	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.650138801
CC0110LE5R0718176919	Root	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.600311375
CC0111FE15R0718176941	Root	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.007804519
CC0112FE4R0718176942	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.325062278
CC0112LE4R0718176921	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	6.886884679
CC0113FE14R0718175894	Root	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.275759935
CC0113LE14R0718175891	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.871979183
CC0114FS8R0718176943	Root	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.076446221
CC0114LS8R0718176922	Root	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.440267577
CC0115FE6R0718176944	Root	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.643238515
CC0115LE6R0718176923	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.499856321
CC0116FE3R0718178584	Root	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.881166573
CC0116LE3R0718176924	Root	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.172963502
CC0117FS6R0718176946	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.077240581
CC0118FE7R0718176947	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	4.916259092
CC0118LE7R0718176926	Root	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.286297188
CC0119FE1R0718176948	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.064275597
CC0119LE1R0718176927	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.392285641
CC0120FS4R0718176949	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	7.620580485
CC0120LS4R0718176928	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	8.913916221
CC0121FE11R0718176950	Root	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.509804573
CC0121LE11R0718176929	Root	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.733197719
CC0122FE9R0718176951	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.504296389
CC0122LE9R0718176930	Root	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.306457769
CC0123FE13R0718176952	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	4.848653573
CC0123LE13R0718176931	Root	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.076601156
CC0124FE18R0718176953	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	6.377793302
CC0124LE18R0718176932	Root	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	7.185127859
CC0201LG1R0718175895	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	4.628431408
CC0202FG3R0718176975	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	8.9874102
CC0202LG3R0718176954	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	8.377678652
CC0203FE10R0718176976	Root	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.597482882
CC0203LE10R0718176955	Root	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	5.756994779
CC0204FS2R0718176977	Root	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	8.196065005
CC0205LE17R0718175896	Root	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	8.969638814
CC0206LS10R0718176957	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	6.988719239
CC0207FS4R0718176979	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	9.00765702
CC0207LS4R0718176958	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	7.934821121
CC0208FE9R0718176980	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	5.818796102
CC0209FE1R0718176981	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	8.740304832
CC0209LE1R0718176960	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	9.346972552
