id	SampleType	GrowthCondtion	Genotype	SorghumType	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion	SampleType_GrowthCondtion	GrowthCondtion_SampleType	SampleType_Variety	Variety_SampleType	Variety_SampleType_GrowthCondtion	SampleType_Variety_GrowthCondtion	faith_pd
CC0623FE18R0718177147	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	59.97858246
CC0623LE18R0718177168	Root	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	64.3337727
CC0624FE4R0718177148	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	69.75804598
CC0624LE4R0718177169	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	85.01034542
CC0701FG3R0718177194	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	73.82863774
CC0701LG3R0718177170	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	89.19138479
CC0702FG1R0718177195	Root	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	66.89071789
CC0702LG1R0718177171	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	132.2281036
CC0703FS10R0718177196	Root	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	77.1696388
CC0703LS10R0718177172	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	83.22299324
CC0704FE10R0718177197	Root	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	107.5155186
CC0705FE17R0718177198	Root	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	78.64532193
CC0706LS2R0718177175	Root	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	111.3869464
CC0707FS5R0718177200	Root	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	82.97706197
CC0707LS5R0718177176	Root	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	135.5846623
CC0708FE3R0718177201	Root	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	122.8542339
CC0708LE3R0718177177	Root	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	77.80067256
CC0709LE6R0718177178	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	117.8952667
CC0710FE5R0718177203	Root	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	105.7045475
CC0710LE5R0718177179	Root	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	117.7878843
CC0711FS3R0718177204	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	110.2099635
CC0711LS3R0718177180	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	99.49499706
CC0712FE13R0718177205	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	134.9087442
CC0712LE13R0718177181	Root	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	99.65534691
CC0713FE18R0718177206	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	103.9257278
CC0713LE18R0718177182	Root	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	68.19517339
CC0714FE4R0718177207	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	93.17300655
CC0714LE4R0718177183	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	35.78848432
CC0715FE11R0718177208	Root	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	103.4904958
CC0715LE11R0718177184	Root	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	51.64503689
CC0716FE1R0718177209	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	82.29425026
CC0716LE1R0718177185	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	54.00402155
CC0717FE15R0718177210	Root	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	94.17930586
CC0717LE15R0718177186	Root	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	98.41383049
CC0718FS8R0718177211	Root	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	84.34611447
CC0718LS8R0718177187	Root	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	90.32294336
CC0719FS4R0718177212	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	78.0874484
CC0719LS4R0718177188	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	104.0757061
CC0720FE9R0718177213	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	99.10103016
CC0720LE9R0718177189	Root	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	104.1570489
CC0721FS6R0718177214	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	121.613384
CC0722FE14R0718177215	Root	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	120.427907
CC0722LE14R0718177191	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	73.11103465
CC0723FE8R0718177216	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	118.5135252
CC0723LE8R0718177192	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	40.41078123
CC0724FE7R0718177217	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	55.50269542
CC0724LE7R0718177193	Root	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	91.67497558
CC0801FG3R0718177218	Root	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	72.83454411
CC0801LG3R0718177239	Root	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	108.7602189
CC0802FG1R0718175919	Root	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Root_Full N	Full N_Root	Root_Grain	Grain_Root	Grain_Root_Full N	Root_Grain_Full N	43.75983594
CC0802LG1R0718175922	Root	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Root_Low N	Low N_Root	Root_Grain	Grain_Root	Grain_Root_Low N	Root_Grain_Low N	102.8064654
CC0803FS2R0718177219	Root	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	115.063048
CC0803LS2R0718177240	Root	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	109.8459126
CC0804FE17R0718175920	Root	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	82.35035321
CC0805FE10R0718177220	Root	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	79.9501856
CC0805LE10R0718177241	Root	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	95.26248617
CC0806FS10R0718178587	Root	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	80.98316075
CC0806LS10R0718177242	Root	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	88.46169124
CC0807FE9R0718177222	Root	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	43.26242078
CC0807LE9R0718177243	Root	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	66.76808078
CC0808FE18R0718177223	Root	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	43.11393221
CC0809FS8R0718177224	Root	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	117.9401992
CC0809LS8R0718177245	Root	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	87.02955285
CC0810LE6R0718177246	Root	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	112.1489374
CC0811FE8R0718177226	Root	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	58.65752859
CC0811LE8R0718177247	Root	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	94.95529067
CC0812FS6R0718177227	Root	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	97.33137681
CC0812LS6R0718177248	Root	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	103.4005255
CC0813FS4R0718177228	Root	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	78.98636169
CC0813LS4R0718177249	Root	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	90.03559554
CC0814FE5R0718177229	Root	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	106.4297646
CC0814LE5R0718177250	Root	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	115.2379914
CC0815FE1R0718177230	Root	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	84.18681306
CC0815LE1R0718177251	Root	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	103.3511118
CC0816FE15R0718177231	Root	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	86.79971296
CC0816LE15R0718177252	Root	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	102.7769351
CC0817FE7R0718177232	Root	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	77.24448449
CC0817LE7R0718177253	Root	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	79.10663179
CC0818FS3R0718177233	Root	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	86.064474
CC0818LS3R0718177254	Root	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	112.0681767
CC0819FE11R0718177234	Root	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	78.72656399
CC0819LE11R0718177255	Root	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	130.0760768
CC0820FE4R0718177235	Root	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	94.62937339
CC0820LE4R0718177256	Root	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	99.54673699
CC0821FE14R0718175921	Root	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	80.13259394
CC0821LE14R0718175924	Root	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	88.85563971
CC0822FS5R0718177236	Root	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Root_Full N	Full N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Full N	Root_Sweet_Full N	110.6815298
CC0822LS5R0718177257	Root	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Root_Low N	Low N_Root	Root_Sweet	Sweet_Root	Sweet_Root_Low N	Root_Sweet_Low N	125.5135375
CC0823FE13R0718177237	Root	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	83.07324624
CC0824FE3R0718177238	Root	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Root_Full N	Full N_Root	Root_Energy	Energy_Root	Energy_Root_Full N	Root_Energy_Full N	77.3409969
CC0824LE3R0718177259	Root	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Root_Low N	Low N_Root	Root_Energy	Energy_Root	Energy_Root_Low N	Root_Energy_Low N	50.69046858
CC0101FG1S0718175376	Soil Within Row	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Full N	Soil_Grain_Full N	198.0704632
CC0101LG1S0718175373	Soil Within Row	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Low N	Soil_Grain_Low N	188.2102702
CC0103FS10S0718177755	Soil Within Row	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	183.95417
CC0103LS10S0718177748	Soil Within Row	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Low N	Soil_Sweet_Low N	183.811919
CC0104FE17S0718175377	Soil Within Row	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	179.6673819
CC0104LE17S0718175374	Soil Within Row	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	186.1435446
CC0105FS2S0718177756	Soil Within Row	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	173.8908297
CC0109FS5S0718177757	Soil Within Row	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	156.0636382
CC0109LS5S0718177750	Soil Within Row	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Low N	Soil_Sweet_Low N	181.9880899
CC0112LE4S0718177751	Soil Within Row	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	166.0663887
CC0113FE14S0718175378	Soil Within Row	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	178.4885769
CC0113LE14S0718175375	Soil Within Row	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	188.0627432
CC0115FE6S0718177759	Soil Within Row	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	176.1876704
CC0115LE6S0718177752	Soil Within Row	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	185.3934073
CC0121FE11S0718177760	Soil Within Row	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	184.2164828
CC0121LE11S0718177753	Soil Within Row	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	181.7284808
CC0122FE9S0718177761	Soil Within Row	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	178.655269
CC0122LE9S0718177754	Soil Within Row	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	190.0944073
CC0201FG1S0718175382	Soil Within Row	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Full N	Soil_Grain_Full N	180.6759424
CC0201LG1S0718175379	Soil Within Row	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Grain	Grain_Soil	Grain_Soil_Low N	Soil_Grain_Low N	180.7238271
CC0204FS2S0718176297	Soil Within Row	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	166.7316083
CC0205FE17S0718175383	Soil Within Row	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	176.379378
CC0205LE17S0718175380	Soil Within Row	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	183.2864941
CC0206FS10S0718176298	Soil Within Row	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Full N	Soil_Sweet_Full N	177.4646393
CC0206LS10S0718177762	Soil Within Row	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Sweet	Sweet_Soil	Sweet_Soil_Low N	Soil_Sweet_Low N	181.8267679
CC0208FE9S0718176299	Soil Within Row	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	152.3755434
CC0208LE9S0718177763	Soil Within Row	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	171.3305735
CC0212FE6S0718176300	Soil Within Row	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	168.2050263
CC0212LE6S0718177764	Soil Within Row	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	164.1893629
CC0216FE4S0718176301	Soil Within Row	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	178.8169799
CC0216LE4S0718177765	Soil Within Row	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	170.667419
CC0220FE14S0718175384	Soil Within Row	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	186.2488744
CC0220LE14S0718175381	Soil Within Row	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Soil Within Row_Low N	Low N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Low N	Soil_Energy_Low N	183.5594314
CC0222FE11S0718178578	Soil Within Row	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Soil Within Row_Full N	Full N_Soil	Soil_Energy	Energy_Soil	Energy_Soil_Full N	Soil_Energy_Full N	173.0463132
