#SampleID	SampleType	Location	Rep	GrowthCondtion	SampleType_GrowthCondtion
CC0610FE3R0718177135	Root	CentralCity	6	Full N	4Root_Full N
CC0610LE3R0718177156	Root	CentralCity	6	Low N	4Root_Low N
CC0708FE3R0718177201	Root	CentralCity	7	Full N	4Root_Full N
CC0708LE3R0718177177	Root	CentralCity	7	Low N	4Root_Low N
CC0824FE3R0718177238	Root	CentralCity	8	Full N	4Root_Full N
CC0824LE3R0718177259	Root	CentralCity	8	Low N	4Root_Low N
CC0112FE4R0718176942	Root	CentralCity	1	Full N	4Root_Full N
CC0112LE4R0718176921	Root	CentralCity	1	Low N	4Root_Low N
CC0216FE4R0718176988	Root	CentralCity	2	Full N	4Root_Full N
CC0216LE4R0718176967	Root	CentralCity	2	Low N	4Root_Low N
CC0315FE4R0718177007	Root	CentralCity	3	Full N	4Root_Full N
CC0315LE4R0718177028	Root	CentralCity	3	Low N	4Root_Low N
CC0416FE4R0718177077	Root	CentralCity	4	Full N	4Root_Full N
CC0416LE4R0718177053	Root	CentralCity	4	Low N	4Root_Low N
CC0509FE4R0718177092	Root	CentralCity	5	Full N	4Root_Full N
CC0509LE4R0718177113	Root	CentralCity	5	Low N	4Root_Low N
CC0624FE4R0718177148	Root	CentralCity	6	Full N	4Root_Full N
CC0624LE4R0718177169	Root	CentralCity	6	Low N	4Root_Low N
CC0714FE4R0718177207	Root	CentralCity	7	Full N	4Root_Full N
CC0714LE4R0718177183	Root	CentralCity	7	Low N	4Root_Low N
CC0820FE4R0718177235	Root	CentralCity	8	Full N	4Root_Full N
CC0820LE4R0718177256	Root	CentralCity	8	Low N	4Root_Low N
CC0110FE5R0718176940	Root	CentralCity	1	Full N	4Root_Full N
CC0110LE5R0718176919	Root	CentralCity	1	Low N	4Root_Low N
CC0219FE5R0718176991	Root	CentralCity	2	Full N	4Root_Full N
CC0219LE5R0718176970	Root	CentralCity	2	Low N	4Root_Low N
CC0319FE5R0718177011	Root	CentralCity	3	Full N	4Root_Full N
CC0319LE5R0718177032	Root	CentralCity	3	Low N	4Root_Low N
CC0421FE5R0718177082	Root	CentralCity	4	Full N	4Root_Full N
CC0421LE5R0718177058	Root	CentralCity	4	Low N	4Root_Low N
CC0508FE5R0718177091	Root	CentralCity	5	Full N	4Root_Full N
CC0508LE5R0718177112	Root	CentralCity	5	Low N	4Root_Low N
CC0608FE5R0718177133	Root	CentralCity	6	Full N	4Root_Full N
CC0608LE5R0718177154	Root	CentralCity	6	Low N	4Root_Low N
CC0710FE5R0718177203	Root	CentralCity	7	Full N	4Root_Full N
CC0710LE5R0718177179	Root	CentralCity	7	Low N	4Root_Low N
CC0814FE5R0718177229	Root	CentralCity	8	Full N	4Root_Full N
CC0814LE5R0718177250	Root	CentralCity	8	Low N	4Root_Low N
CC0115FE6R0718176944	Root	CentralCity	1	Full N	4Root_Full N
CC0115LE6R0718176923	Root	CentralCity	1	Low N	4Root_Low N
CC0212FE6R0718176984	Root	CentralCity	2	Full N	4Root_Full N
CC0212LE6R0718176963	Root	CentralCity	2	Low N	4Root_Low N
CC0322FE6R0718177014	Root	CentralCity	3	Full N	4Root_Full N
CC0322LE6R0718177035	Root	CentralCity	3	Low N	4Root_Low N
CC0413FE6R0718177074	Root	CentralCity	4	Full N	4Root_Full N
CC0413LE6R0718177050	Root	CentralCity	4	Low N	4Root_Low N
CC0514FE6R0718177096	Root	CentralCity	5	Full N	4Root_Full N
CC0514LE6R0718177117	Root	CentralCity	5	Low N	4Root_Low N
CC0620FE6R0718177144	Root	CentralCity	6	Full N	4Root_Full N
CC0620LE6R0718177165	Root	CentralCity	6	Low N	4Root_Low N
CC0709FE6R0718177202	Root	CentralCity	7	Full N	4Root_Full N
CC0709LE6R0718177178	Root	CentralCity	7	Low N	4Root_Low N
CC0810LE6R0718177246	Root	CentralCity	8	Low N	4Root_Low N
CC0118FE7R0718176947	Root	CentralCity	1	Full N	4Root_Full N
CC0118LE7R0718176926	Root	CentralCity	1	Low N	4Root_Low N
CC0223FE7R0718176994	Root	CentralCity	2	Full N	4Root_Full N
CC0223LE7R0718176973	Root	CentralCity	2	Low N	4Root_Low N
CC0320FE7R0718177012	Root	CentralCity	3	Full N	4Root_Full N
CC0320LE7R0718177033	Root	CentralCity	3	Low N	4Root_Low N
CC0411FE7R0718177072	Root	CentralCity	4	Full N	4Root_Full N
CC0411LE7R0718177048	Root	CentralCity	4	Low N	4Root_Low N
CC0511FE7R0718177094	Root	CentralCity	5	Full N	4Root_Full N
CC0511LE7R0718177115	Root	CentralCity	5	Low N	4Root_Low N
CC0618FE7R0718177142	Root	CentralCity	6	Full N	4Root_Full N
CC0724FE7R0718177217	Root	CentralCity	7	Full N	4Root_Full N
CC0724LE7R0718177193	Root	CentralCity	7	Low N	4Root_Low N
CC0817FE7R0718177232	Root	CentralCity	8	Full N	4Root_Full N
CC0817LE7R0718177253	Root	CentralCity	8	Low N	4Root_Low N
CC0107FE8R0718176937	Root	CentralCity	1	Full N	4Root_Full N
CC0107LE8R0718176916	Root	CentralCity	1	Low N	4Root_Low N
CC0217FE8R0718176989	Root	CentralCity	2	Full N	4Root_Full N
CC0217LE8R0718176968	Root	CentralCity	2	Low N	4Root_Low N
CC0316LE8R0718177029	Root	CentralCity	3	Low N	4Root_Low N
CC0419FE8R0718177080	Root	CentralCity	4	Full N	4Root_Full N
CC0419LE8R0718177056	Root	CentralCity	4	Low N	4Root_Low N
CC0521FE8R0718177103	Root	CentralCity	5	Full N	4Root_Full N
CC0521LE8R0718177124	Root	CentralCity	5	Low N	4Root_Low N
CC0616FE8R0718177140	Root	CentralCity	6	Full N	4Root_Full N
CC0616LE8R0718177161	Root	CentralCity	6	Low N	4Root_Low N
CC0723FE8R0718177216	Root	CentralCity	7	Full N	4Root_Full N
CC0723LE8R0718177192	Root	CentralCity	7	Low N	4Root_Low N
CC0811FE8R0718177226	Root	CentralCity	8	Full N	4Root_Full N
CC0811LE8R0718177247	Root	CentralCity	8	Low N	4Root_Low N
CC0122FE9R0718176951	Root	CentralCity	1	Full N	4Root_Full N
CC0122LE9R0718176930	Root	CentralCity	1	Low N	4Root_Low N
CC0208FE9R0718176980	Root	CentralCity	2	Full N	4Root_Full N
CC0208LE9R0718176959	Root	CentralCity	2	Low N	4Root_Low N
CC0308FE9R0718177001	Root	CentralCity	3	Full N	4Root_Full N
CC0308LE9R0718177022	Root	CentralCity	3	Low N	4Root_Low N
CC0417FE9R0718177078	Root	CentralCity	4	Full N	4Root_Full N
CC0417LE9R0718177054	Root	CentralCity	4	Low N	4Root_Low N
CC0510FE9R0718177093	Root	CentralCity	5	Full N	4Root_Full N
CC0510LE9R0718177114	Root	CentralCity	5	Low N	4Root_Low N
CC0611FE9R0718177136	Root	CentralCity	6	Full N	4Root_Full N
CC0611LE9R0718177157	Root	CentralCity	6	Low N	4Root_Low N
CC0720FE9R0718177213	Root	CentralCity	7	Full N	4Root_Full N
CC0720LE9R0718177189	Root	CentralCity	7	Low N	4Root_Low N
CC0807FE9R0718177222	Root	CentralCity	8	Full N	4Root_Full N
CC0807LE9R0718177243	Root	CentralCity	8	Low N	4Root_Low N
CC0101FG1R0718175892	Root	CentralCity	1	Full N	4Root_Full N
CC0101LG1R0718175889	Root	CentralCity	1	Low N	4Root_Low N
CC0201LG1R0718175895	Root	CentralCity	2	Low N	4Root_Low N
CC0301FG1R0718175901	Root	CentralCity	3	Full N	4Root_Full N
CC0301LG1R0718175904	Root	CentralCity	3	Low N	4Root_Low N
CC0402FG1R0718177063	Root	CentralCity	4	Full N	4Root_Full N
CC0402LG1R0718177039	Root	CentralCity	4	Low N	4Root_Low N
CC0501FG1R0718175908	Root	CentralCity	5	Full N	4Root_Full N
CC0501LG1R0718175910	Root	CentralCity	5	Low N	4Root_Low N
CC0602FG1R0718175913	Root	CentralCity	6	Full N	4Root_Full N
CC0602LG1R0718175916	Root	CentralCity	6	Low N	4Root_Low N
CC0702FG1R0718177195	Root	CentralCity	7	Full N	4Root_Full N
CC0702LG1R0718177171	Root	CentralCity	7	Low N	4Root_Low N
CC0802FG1R0718175919	Root	CentralCity	8	Full N	4Root_Full N
CC0802LG1R0718175922	Root	CentralCity	8	Low N	4Root_Low N
CC0102FG3R0718176933	Root	CentralCity	1	Full N	4Root_Full N
CC0102LG3R0718176912	Root	CentralCity	1	Low N	4Root_Low N
CC0202FG3R0718176975	Root	CentralCity	2	Full N	4Root_Full N
CC0202LG3R0718176954	Root	CentralCity	2	Low N	4Root_Low N
CC0302FG3R0718176996	Root	CentralCity	3	Full N	4Root_Full N
CC0302LG3R0718177017	Root	CentralCity	3	Low N	4Root_Low N
CC0401FG3R0718177062	Root	CentralCity	4	Full N	4Root_Full N
CC0401LG3R0718177038	Root	CentralCity	4	Low N	4Root_Low N
CC0502FG3R0718177086	Root	CentralCity	5	Full N	4Root_Full N
CC0502LG3R0718177107	Root	CentralCity	5	Low N	4Root_Low N
CC0601FG3R0718177128	Root	CentralCity	6	Full N	4Root_Full N
CC0601LG3R0718177149	Root	CentralCity	6	Low N	4Root_Low N
CC0701FG3R0718177194	Root	CentralCity	7	Full N	4Root_Full N
CC0701LG3R0718177170	Root	CentralCity	7	Low N	4Root_Low N
CC0801FG3R0718177218	Root	CentralCity	8	Full N	4Root_Full N
CC0801LG3R0718177239	Root	CentralCity	8	Low N	4Root_Low N
CC0103FS10R0718176934	Root	CentralCity	1	Full N	4Root_Full N
CC0103LS10R0718176913	Root	CentralCity	1	Low N	4Root_Low N
CC0206FS10R0718176978	Root	CentralCity	2	Full N	4Root_Full N
CC0206LS10R0718176957	Root	CentralCity	2	Low N	4Root_Low N
CC0304LS10R0718177018	Root	CentralCity	3	Low N	4Root_Low N
CC0405FS10R0718177066	Root	CentralCity	4	Full N	4Root_Full N
CC0405LS10R0718177042	Root	CentralCity	4	Low N	4Root_Low N
CC0504FS10R0718177088	Root	CentralCity	5	Full N	4Root_Full N
CC0504LS10R0718177109	Root	CentralCity	5	Low N	4Root_Low N
CC0606FS10R0718177131	Root	CentralCity	6	Full N	4Root_Full N
CC0606LS10R0718177152	Root	CentralCity	6	Low N	4Root_Low N
CC0703FS10R0718177196	Root	CentralCity	7	Full N	4Root_Full N
CC0703LS10R0718177172	Root	CentralCity	7	Low N	4Root_Low N
CC0806FS10R0718178587	Root	CentralCity	8	Full N	4Root_Full N
CC0806LS10R0718177242	Root	CentralCity	8	Low N	4Root_Low N
CC0105FS2R0718176935	Root	CentralCity	1	Full N	4Root_Full N
CC0105LS2R0718176914	Root	CentralCity	1	Low N	4Root_Low N
CC0204FS2R0718176977	Root	CentralCity	2	Full N	4Root_Full N
CC0305FS2R0718176998	Root	CentralCity	3	Full N	4Root_Full N
CC0305LS2R0718177019	Root	CentralCity	3	Low N	4Root_Low N
CC0406FS2R0718177067	Root	CentralCity	4	Full N	4Root_Full N
CC0406LS2R0718177043	Root	CentralCity	4	Low N	4Root_Low N
CC0503FS2R0718177087	Root	CentralCity	5	Full N	4Root_Full N
CC0503LS2R0718177108	Root	CentralCity	5	Low N	4Root_Low N
CC0603FS2R0718178586	Root	CentralCity	6	Full N	4Root_Full N
CC0603LS2R0718177150	Root	CentralCity	6	Low N	4Root_Low N
CC0706LS2R0718177175	Root	CentralCity	7	Low N	4Root_Low N
CC0803FS2R0718177219	Root	CentralCity	8	Full N	4Root_Full N
CC0803LS2R0718177240	Root	CentralCity	8	Low N	4Root_Low N
CC0108FS3R0718176938	Root	CentralCity	1	Full N	4Root_Full N
CC0108LS3R0718176917	Root	CentralCity	1	Low N	4Root_Low N
CC0218FS3R0718176990	Root	CentralCity	2	Full N	4Root_Full N
CC0218LS3R0718176969	Root	CentralCity	2	Low N	4Root_Low N
CC0307FS3R0718177000	Root	CentralCity	3	Full N	4Root_Full N
CC0307LS3R0718177021	Root	CentralCity	3	Low N	4Root_Low N
CC0414FS3R0718177075	Root	CentralCity	4	Full N	4Root_Full N
CC0414LS3R0718177051	Root	CentralCity	4	Low N	4Root_Low N
CC0513FS3R0718177095	Root	CentralCity	5	Full N	4Root_Full N
CC0513LS3R0718177116	Root	CentralCity	5	Low N	4Root_Low N
CC0613FS3R0718177137	Root	CentralCity	6	Full N	4Root_Full N
CC0613LS3R0718177158	Root	CentralCity	6	Low N	4Root_Low N
CC0711FS3R0718177204	Root	CentralCity	7	Full N	4Root_Full N
CC0711LS3R0718177180	Root	CentralCity	7	Low N	4Root_Low N
CC0818FS3R0718177233	Root	CentralCity	8	Full N	4Root_Full N
CC0818LS3R0718177254	Root	CentralCity	8	Low N	4Root_Low N
CC0120FS4R0718176949	Root	CentralCity	1	Full N	4Root_Full N
CC0120LS4R0718176928	Root	CentralCity	1	Low N	4Root_Low N
CC0207FS4R0718176979	Root	CentralCity	2	Full N	4Root_Full N
CC0207LS4R0718176958	Root	CentralCity	2	Low N	4Root_Low N
CC0309FS4R0718177002	Root	CentralCity	3	Full N	4Root_Full N
CC0309LS4R0718177023	Root	CentralCity	3	Low N	4Root_Low N
CC0408FS4R0718177069	Root	CentralCity	4	Full N	4Root_Full N
CC0408LS4R0718177045	Root	CentralCity	4	Low N	4Root_Low N
CC0515FS4R0718177097	Root	CentralCity	5	Full N	4Root_Full N
CC0515LS4R0718177118	Root	CentralCity	5	Low N	4Root_Low N
CC0622FS4R0718177146	Root	CentralCity	6	Full N	4Root_Full N
CC0622LS4R0718177167	Root	CentralCity	6	Low N	4Root_Low N
CC0719FS4R0718177212	Root	CentralCity	7	Full N	4Root_Full N
CC0719LS4R0718177188	Root	CentralCity	7	Low N	4Root_Low N
CC0813FS4R0718177228	Root	CentralCity	8	Full N	4Root_Full N
CC0813LS4R0718177249	Root	CentralCity	8	Low N	4Root_Low N
CC0109FS5R0718176939	Root	CentralCity	1	Full N	4Root_Full N
CC0109LS5R0718176918	Root	CentralCity	1	Low N	4Root_Low N
CC0224FS5R0718176995	Root	CentralCity	2	Full N	4Root_Full N
CC0224LS5R0718176974	Root	CentralCity	2	Low N	4Root_Low N
CC0312FS5R0718177004	Root	CentralCity	3	Full N	4Root_Full N
CC0312LS5R0718177025	Root	CentralCity	3	Low N	4Root_Low N
CC0410FS5R0718177071	Root	CentralCity	4	Full N	4Root_Full N
CC0410LS5R0718177047	Root	CentralCity	4	Low N	4Root_Low N
CC0524FS5R0718177106	Root	CentralCity	5	Full N	4Root_Full N
CC0524LS5R0718177127	Root	CentralCity	5	Low N	4Root_Low N
CC0614FS5R0718177138	Root	CentralCity	6	Full N	4Root_Full N
CC0614LS5R0718177159	Root	CentralCity	6	Low N	4Root_Low N
CC0707FS5R0718177200	Root	CentralCity	7	Full N	4Root_Full N
CC0707LS5R0718177176	Root	CentralCity	7	Low N	4Root_Low N
CC0822FS5R0718177236	Root	CentralCity	8	Full N	4Root_Full N
CC0822LS5R0718177257	Root	CentralCity	8	Low N	4Root_Low N
CC0117FS6R0718176946	Root	CentralCity	1	Full N	4Root_Full N
CC0117LS6R0718176925	Root	CentralCity	1	Low N	4Root_Low N
CC0213FS6R0718176985	Root	CentralCity	2	Full N	4Root_Full N
CC0213LS6R0718176964	Root	CentralCity	2	Low N	4Root_Low N
CC0324FS6R0718177016	Root	CentralCity	3	Full N	4Root_Full N
CC0324LS6R0718178585	Root	CentralCity	3	Low N	4Root_Low N
CC0409FS6R0718177070	Root	CentralCity	4	Full N	4Root_Full N
CC0409LS6R0718177046	Root	CentralCity	4	Low N	4Root_Low N
CC0519FS6R0718177101	Root	CentralCity	5	Full N	4Root_Full N
CC0519LS6R0718177122	Root	CentralCity	5	Low N	4Root_Low N
CC0617FS6R0718177141	Root	CentralCity	6	Full N	4Root_Full N
CC0617LS6R0718177162	Root	CentralCity	6	Low N	4Root_Low N
CC0721FS6R0718177214	Root	CentralCity	7	Full N	4Root_Full N
CC0721LS6R0718177190	Root	CentralCity	7	Low N	4Root_Low N
CC0812FS6R0718177227	Root	CentralCity	8	Full N	4Root_Full N
CC0812LS6R0718177248	Root	CentralCity	8	Low N	4Root_Low N
CC0114FS8R0718176943	Root	CentralCity	1	Full N	4Root_Full N
CC0114LS8R0718176922	Root	CentralCity	1	Low N	4Root_Low N
CC0211FS8R0718176983	Root	CentralCity	2	Full N	4Root_Full N
CC0211LS8R0718176962	Root	CentralCity	2	Low N	4Root_Low N
CC0314FS8R0718177006	Root	CentralCity	3	Full N	4Root_Full N
CC0314LS8R0718177027	Root	CentralCity	3	Low N	4Root_Low N
CC0418FS8R0718177079	Root	CentralCity	4	Full N	4Root_Full N
CC0418LS8R0718177055	Root	CentralCity	4	Low N	4Root_Low N
CC0523FS8R0718177105	Root	CentralCity	5	Full N	4Root_Full N
CC0523LS8R0718177126	Root	CentralCity	5	Low N	4Root_Low N
CC0607FS8R0718177132	Root	CentralCity	6	Full N	4Root_Full N
CC0607LS8R0718177153	Root	CentralCity	6	Low N	4Root_Low N
CC0718FS8R0718177211	Root	CentralCity	7	Full N	4Root_Full N
CC0718LS8R0718177187	Root	CentralCity	7	Low N	4Root_Low N
CC0809FS8R0718177224	Root	CentralCity	8	Full N	4Root_Full N
CC0809LS8R0718177245	Root	CentralCity	8	Low N	4Root_Low N
CC0119FE1L0718177296	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0119LE1L0718177275	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0209FE1L0718177421	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0209LE1L0718177400	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0321FE1L0718177453	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0321LE1L0718177474	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0415FE1L0718177516	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0415LE1L0718177492	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0517FE1L0718177539	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0517LE1L0718177560	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0615FE1L0718177579	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0615LE1L0718177383	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0716FE1L0718177334	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0716LE1L0718177358	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0815FE1L0718178588	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0815LE1L0718177783	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0106FE10L0718177284	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0106LE10L0718177263	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0203FE10L0718177416	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0306FE10L0718177439	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0306LE10L0718177460	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0404FE10L0718177505	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0404LE10L0718177481	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0506FE10L0718177529	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0506LE10L0718177550	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0604FE10L0718177570	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0604LE10L0718177392	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0704FE10L0718177346	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0704LE10L0718177370	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0805FE10L0718177323	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0805LE10L0718178593	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0121FE11L0718177298	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0121LE11L0718177277	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0222FE11L0718177433	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0222LE11L0718177412	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0313FE11L0718177445	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0313LE11L0718177466	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0424FE11L0718177525	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0424LE11L0718177501	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0516FE11L0718177538	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0516LE11L0718177559	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0619FE11L0718177583	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0619LE11L0718177379	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0715FE11L0718177335	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0715LE11L0718177359	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0819FE11L0718177309	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0819LE11L0718177787	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0123FE13L0718177300	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0123LE13L0718177279	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0221FE13L0718177432	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0221LE13L0718177411	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0310FE13L0718177443	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0310LE13L0718177464	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0420FE13L0718177521	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0420LE13L0718178590	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0520FE13L0718177542	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0520LE13L0718177563	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0621FE13L0718177398	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0621LE13L0718177377	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0712FE13L0718177338	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0712LE13L0718177362	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0823FE13L0718177769	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0823LE13L0718177790	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0113FE14L0718176038	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0113LE14L0718176035	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0220FE14L0718176044	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0220LE14L0718176041	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0311FE14L0718176047	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0311LE14L0718176050	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0422FE14L0718177523	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0422LE14L0718177499	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0512FE14L0718176053	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0512LE14L0718176056	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0612FE14L0718176059	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0612LE14L0718176062	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0722FE14L0718177328	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0722LE14L0718177352	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0821FE14L0718176065	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0821LE14L0718176068	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0111FE15L0718177289	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0111LE15L0718177268	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0210FE15L0718177422	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0210LE15L0718177401	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0317FE15L0718177449	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0317LE15L0718177470	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0412FE15L0718177513	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0412LE15L0718177489	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0507FE15L0718177530	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0507LE15L0718177551	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0609FE15L0718177574	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0609LE15L0718177388	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0717FE15L0718177333	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0717LE15L0718177357	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0816FE15L0718177312	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0816LE15L0718177784	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0104FE17L0718176037	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0104LE17L0718176034	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0205FE17L0718176043	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0205LE17L0718176040	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0303FE17L0718176046	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0303LE17L0718176049	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0403FE17L0718177504	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0403LE17L0718177480	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0505FE17L0718176052	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0505LE17L0718176055	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0605FE17L0718176058	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0605LE17L0718176061	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0705FE17L0718177345	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0705LE17L0718177369	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0804FE17L0718176064	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0804LE17L0718176067	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0124FE18L0718177301	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0124LE18L0718177280	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0215FE18L0718177427	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0215LE18L0718177406	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0318FE18L0718177450	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0318LE18L0718177471	Leaf	CentralCity	3	Low N	5Leaf_Low N
CC0407FE18L0718177508	Leaf	CentralCity	4	Full N	5Leaf_Full N
CC0407LE18L0718177484	Leaf	CentralCity	4	Low N	5Leaf_Low N
CC0522FE18L0718177544	Leaf	CentralCity	5	Full N	5Leaf_Full N
CC0522LE18L0718177565	Leaf	CentralCity	5	Low N	5Leaf_Low N
CC0623FE18L0718177396	Leaf	CentralCity	6	Full N	5Leaf_Full N
CC0623LE18L0718177375	Leaf	CentralCity	6	Low N	5Leaf_Low N
CC0713FE18L0718177337	Leaf	CentralCity	7	Full N	5Leaf_Full N
CC0713LE18L0718177361	Leaf	CentralCity	7	Low N	5Leaf_Low N
CC0808FE18L0718177320	Leaf	CentralCity	8	Full N	5Leaf_Full N
CC0808LE18L0718177776	Leaf	CentralCity	8	Low N	5Leaf_Low N
CC0116FE3L0718177293	Leaf	CentralCity	1	Full N	5Leaf_Full N
CC0116LE3L0718177272	Leaf	CentralCity	1	Low N	5Leaf_Low N
CC0214FE3L0718177426	Leaf	CentralCity	2	Full N	5Leaf_Full N
CC0214LE3L0718178589	Leaf	CentralCity	2	Low N	5Leaf_Low N
CC0323FE3L0718177455	Leaf	CentralCity	3	Full N	5Leaf_Full N
CC0323LE3L0718177476	Leaf	CentralCity	3	Low N	5Leaf_Low N
