SampleID	Date	SampleType	Location	Rep	Plot	GrowthCondtion	Genotype	SorghumType	Plate	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion
CC0823LE13Z0718177746	71817	Rhizosphere	CentralCity	8	23	Low N	E13	PI297130	70	Energy	Low N_Energy	Energy_Low N
CC0824FE3Z0718177726	71817	Rhizosphere	CentralCity	8	24	Full N	E3	PI505735	71	Energy	Full N_Energy	Energy_Full N
CC0824LE3Z0718177747	71817	Rhizosphere	CentralCity	8	24	Low N	E3	PI505735	72	Energy	Low N_Energy	Energy_Low N
CC0101FG1R0718175892	71817	Root	CentralCity	1	1	Full N	G1	BTx623	84	Grain	Full N_Grain	Grain_Full N
CC0101LG1R0718175889	71817	Root	CentralCity	1	1	Low N	G1	BTx623	87	Grain	Low N_Grain	Grain_Low N
CC0102FG3R0718176933	71817	Root	CentralCity	1	2	Full N	G3	Btx642	85	Grain	Full N_Grain	Grain_Full N
CC0102LG3R0718176912	71817	Root	CentralCity	1	2	Low N	G3	Btx642	80	Grain	Low N_Grain	Grain_Low N
CC0103LS10R0718176913	71817	Root	CentralCity	1	3	Low N	S10	China17	88	Sweet	Low N_Sweet	Sweet_Low N
CC0104FE17R0718175893	71817	Root	CentralCity	1	4	Full N	E17	PI655972	81	Energy	Full N_Energy	Energy_Full N
CC0104LE17R0718175890	71817	Root	CentralCity	1	4	Low N	E17	PI655972	85	Energy	Low N_Energy	Energy_Low N
CC0105FS2R0718176935	71817	Root	CentralCity	1	5	Full N	S2	SanChiSan	88	Sweet	Full N_Sweet	Sweet_Full N
CC0105LS2R0718176914	71817	Root	CentralCity	1	5	Low N	S2	SanChiSan	85	Sweet	Low N_Sweet	Sweet_Low N
CC0106LE10R0718176915	71817	Root	CentralCity	1	6	Low N	E10	PI297155	86	Energy	Low N_Energy	Energy_Low N
CC0107FE8R0718176937	71817	Root	CentralCity	1	7	Full N	E8	M81e	84	Energy	Full N_Energy	Energy_Full N
CC0107LE8R0718176916	71817	Root	CentralCity	1	7	Low N	E8	M81e	81	Energy	Low N_Energy	Energy_Low N
CC0108FS3R0718176938	71817	Root	CentralCity	1	8	Full N	S3	ICSV700	83	Sweet	Full N_Sweet	Sweet_Full N
CC0108LS3R0718176917	71817	Root	CentralCity	1	8	Low N	S3	ICSV700	83	Sweet	Low N_Sweet	Sweet_Low N
CC0110FE5R0718176940	71817	Root	CentralCity	1	10	Full N	E5	PI35038	85	Energy	Full N_Energy	Energy_Full N
CC0110LE5R0718176919	71817	Root	CentralCity	1	10	Low N	E5	PI35038	80	Energy	Low N_Energy	Energy_Low N
CC0111FE15R0718176941	71817	Root	CentralCity	1	11	Full N	E15	PI152730	85	Energy	Full N_Energy	Energy_Full N
CC0112FE4R0718176942	71817	Root	CentralCity	1	12	Full N	E4	PI329632	84	Energy	Full N_Energy	Energy_Full N
CC0112LE4R0718176921	71817	Root	CentralCity	1	12	Low N	E4	PI329632	85	Energy	Low N_Energy	Energy_Low N
CC0113FE14R0718175894	71817	Root	CentralCity	1	13	Full N	E14	Grassl	85	Energy	Full N_Energy	Energy_Full N
CC0113LE14R0718175891	71817	Root	CentralCity	1	13	Low N	E14	Grassl	88	Energy	Low N_Energy	Energy_Low N
CC0114FS8R0718176943	71817	Root	CentralCity	1	14	Full N	S8	Rio	80	Sweet	Full N_Sweet	Sweet_Full N
CC0114LS8R0718176922	71817	Root	CentralCity	1	14	Low N	S8	Rio	79	Sweet	Low N_Sweet	Sweet_Low N
CC0115FE6R0718176944	71817	Root	CentralCity	1	15	Full N	E6	PI585954	82	Energy	Full N_Energy	Energy_Full N
CC0115LE6R0718176923	71817	Root	CentralCity	1	15	Low N	E6	PI585954	88	Energy	Low N_Energy	Energy_Low N
CC0116FE3R0718178584	71817	Root	CentralCity	1	16	Full N	E3	PI505735	98	Energy	Full N_Energy	Energy_Full N
CC0116LE3R0718176924	71817	Root	CentralCity	1	16	Low N	E3	PI505735	80	Energy	Low N_Energy	Energy_Low N
CC0117FS6R0718176946	71817	Root	CentralCity	1	17	Full N	S6	ChineseAmber	80	Sweet	Full N_Sweet	Sweet_Full N
CC0118FE7R0718176947	71817	Root	CentralCity	1	18	Full N	E7	NTJ2	81	Energy	Full N_Energy	Energy_Full N
CC0118LE7R0718176926	71817	Root	CentralCity	1	18	Low N	E7	NTJ2	82	Energy	Low N_Energy	Energy_Low N
CC0119FE1R0718176948	71817	Root	CentralCity	1	19	Full N	E1	PI329311	87	Energy	Full N_Energy	Energy_Full N
CC0119LE1R0718176927	71817	Root	CentralCity	1	19	Low N	E1	PI329311	87	Energy	Low N_Energy	Energy_Low N
CC0120FS4R0718176949	71817	Root	CentralCity	1	20	Full N	S4	Atlas	83	Sweet	Full N_Sweet	Sweet_Full N
CC0120LS4R0718176928	71817	Root	CentralCity	1	20	Low N	S4	Atlas	86	Sweet	Low N_Sweet	Sweet_Low N
CC0121FE11R0718176950	71817	Root	CentralCity	1	21	Full N	E11	PI506069	80	Energy	Full N_Energy	Energy_Full N
CC0121LE11R0718176929	71817	Root	CentralCity	1	21	Low N	E11	PI506069	88	Energy	Low N_Energy	Energy_Low N
CC0122FE9R0718176951	71817	Root	CentralCity	1	22	Full N	E9	PI229841	83	Energy	Full N_Energy	Energy_Full N
CC0122LE9R0718176930	71817	Root	CentralCity	1	22	Low N	E9	PI229841	81	Energy	Low N_Energy	Energy_Low N
CC0123FE13R0718176952	71817	Root	CentralCity	1	23	Full N	E13	PI297130	81	Energy	Full N_Energy	Energy_Full N
CC0123LE13R0718176931	71817	Root	CentralCity	1	23	Low N	E13	PI297130	80	Energy	Low N_Energy	Energy_Low N
CC0124FE18R0718176953	71817	Root	CentralCity	1	24	Full N	E18	PI510757	80	Energy	Full N_Energy	Energy_Full N
CC0124LE18R0718176932	71817	Root	CentralCity	1	24	Low N	E18	PI510757	79	Energy	Low N_Energy	Energy_Low N
CC0201LG1R0718175895	71817	Root	CentralCity	2	1	Low N	G1	BTx623	85	Grain	Low N_Grain	Grain_Low N
CC0202FG3R0718176975	71817	Root	CentralCity	2	2	Full N	G3	Btx642	79	Grain	Full N_Grain	Grain_Full N
CC0202LG3R0718176954	71817	Root	CentralCity	2	2	Low N	G3	Btx642	80	Grain	Low N_Grain	Grain_Low N
CC0203FE10R0718176976	71817	Root	CentralCity	2	3	Full N	E10	PI297155	80	Energy	Full N_Energy	Energy_Full N
CC0203LE10R0718176955	71817	Root	CentralCity	2	3	Low N	E10	PI297155	81	Energy	Low N_Energy	Energy_Low N
CC0204FS2R0718176977	71817	Root	CentralCity	2	4	Full N	S2	SanChiSan	83	Sweet	Full N_Sweet	Sweet_Full N
CC0205LE17R0718175896	71817	Root	CentralCity	2	5	Low N	E17	PI655972	81	Energy	Low N_Energy	Energy_Low N
CC0206LS10R0718176957	71817	Root	CentralCity	2	6	Low N	S10	China17	86	Sweet	Low N_Sweet	Sweet_Low N
CC0207FS4R0718176979	71817	Root	CentralCity	2	7	Full N	S4	Atlas	86	Sweet	Full N_Sweet	Sweet_Full N
CC0207LS4R0718176958	71817	Root	CentralCity	2	7	Low N	S4	Atlas	84	Sweet	Low N_Sweet	Sweet_Low N
CC0208FE9R0718176980	71817	Root	CentralCity	2	8	Full N	E9	PI229841	88	Energy	Full N_Energy	Energy_Full N
CC0209FE1R0718176981	71817	Root	CentralCity	2	9	Full N	E1	PI329311	87	Energy	Full N_Energy	Energy_Full N
CC0209LE1R0718176960	71817	Root	CentralCity	2	9	Low N	E1	PI329311	79	Energy	Low N_Energy	Energy_Low N
CC0210FE15R0718176982	71817	Root	CentralCity	2	10	Full N	E15	PI152730	80	Energy	Full N_Energy	Energy_Full N
CC0211FS8R0718176983	71817	Root	CentralCity	2	11	Full N	S8	Rio	85	Sweet	Full N_Sweet	Sweet_Full N
CC0212FE6R0718176984	71817	Root	CentralCity	2	12	Full N	E6	PI585954	83	Energy	Full N_Energy	Energy_Full N
CC0213LS6R0718176964	71817	Root	CentralCity	2	13	Low N	S6	ChineseAmber	83	Sweet	Low N_Sweet	Sweet_Low N
CC0214FE3R0718176986	71817	Root	CentralCity	2	14	Full N	E3	PI505735	87	Energy	Full N_Energy	Energy_Full N
CC0215LE18R0718176966	71817	Root	CentralCity	2	15	Low N	E18	PI510757	87	Energy	Low N_Energy	Energy_Low N
CC0216FE4R0718176988	71817	Root	CentralCity	2	16	Full N	E4	PI329632	83	Energy	Full N_Energy	Energy_Full N
CC0217FE8R0718176989	71817	Root	CentralCity	2	17	Full N	E8	M81e	85	Energy	Full N_Energy	Energy_Full N
CC0218FS3R0718176990	71817	Root	CentralCity	2	18	Full N	S3	ICSV700	85	Sweet	Full N_Sweet	Sweet_Full N
CC0219FE5R0718176991	71817	Root	CentralCity	2	19	Full N	E5	PI35038	80	Energy	Full N_Energy	Energy_Full N
CC0219LE5R0718176970	71817	Root	CentralCity	2	19	Low N	E5	PI35038	84	Energy	Low N_Energy	Energy_Low N
CC0220FE14R0718175900	71817	Root	CentralCity	2	20	Full N	E14	Grassl	84	Energy	Full N_Energy	Energy_Full N
CC0220LE14R0718175897	71817	Root	CentralCity	2	20	Low N	E14	Grassl	82	Energy	Low N_Energy	Energy_Low N
CC0221FE13R0718176992	71817	Root	CentralCity	2	21	Full N	E13	PI297130	84	Energy	Full N_Energy	Energy_Full N
CC0221LE13R0718176971	71817	Root	CentralCity	2	21	Low N	E13	PI297130	82	Energy	Low N_Energy	Energy_Low N
CC0222FE11R0718176993	71817	Root	CentralCity	2	22	Full N	E11	PI506069	87	Energy	Full N_Energy	Energy_Full N
CC0222LE11R0718176972	71817	Root	CentralCity	2	22	Low N	E11	PI506069	88	Energy	Low N_Energy	Energy_Low N
CC0223FE7R0718176994	71817	Root	CentralCity	2	23	Full N	E7	NTJ2	86	Energy	Full N_Energy	Energy_Full N
CC0223LE7R0718176973	71817	Root	CentralCity	2	23	Low N	E7	NTJ2	87	Energy	Low N_Energy	Energy_Low N
CC0224FS5R0718176995	71817	Root	CentralCity	2	24	Full N	S5	Leoti	80	Sweet	Full N_Sweet	Sweet_Full N
CC0224LS5R0718176974	71817	Root	CentralCity	2	24	Low N	S5	Leoti	80	Sweet	Low N_Sweet	Sweet_Low N
CC0301FG1R0718175901	71817	Root	CentralCity	3	1	Full N	G1	BTx623	82	Grain	Full N_Grain	Grain_Full N
CC0301LG1R0718175904	71817	Root	CentralCity	3	1	Low N	G1	BTx623	86	Grain	Low N_Grain	Grain_Low N
CC0302FG3R0718176996	71817	Root	CentralCity	3	2	Full N	G3	Btx642	82	Grain	Full N_Grain	Grain_Full N
CC0302LG3R0718177017	71817	Root	CentralCity	3	2	Low N	G3	Btx642	85	Grain	Low N_Grain	Grain_Low N
CC0303FE17R0718175902	71817	Root	CentralCity	3	3	Full N	E17	PI655972	88	Energy	Full N_Energy	Energy_Full N
CC0303LE17R0718175905	71817	Root	CentralCity	3	3	Low N	E17	PI655972	86	Energy	Low N_Energy	Energy_Low N
CC0304LS10R0718177018	71817	Root	CentralCity	3	4	Low N	S10	China17	84	Sweet	Low N_Sweet	Sweet_Low N
CC0305FS2R0718176998	71817	Root	CentralCity	3	5	Full N	S2	SanChiSan	85	Sweet	Full N_Sweet	Sweet_Full N
CC0305LS2R0718177019	71817	Root	CentralCity	3	5	Low N	S2	SanChiSan	87	Sweet	Low N_Sweet	Sweet_Low N
CC0306FE10R0718176999	71817	Root	CentralCity	3	6	Full N	E10	PI297155	80	Energy	Full N_Energy	Energy_Full N
CC0306LE10R0718177020	71817	Root	CentralCity	3	6	Low N	E10	PI297155	81	Energy	Low N_Energy	Energy_Low N
CC0307FS3R0718177000	71817	Root	CentralCity	3	7	Full N	S3	ICSV700	88	Sweet	Full N_Sweet	Sweet_Full N
CC0307LS3R0718177021	71817	Root	CentralCity	3	7	Low N	S3	ICSV700	85	Sweet	Low N_Sweet	Sweet_Low N
CC0308FE9R0718177001	71817	Root	CentralCity	3	8	Full N	E9	PI229841	88	Energy	Full N_Energy	Energy_Full N
CC0308LE9R0718177022	71817	Root	CentralCity	3	8	Low N	E9	PI229841	84	Energy	Low N_Energy	Energy_Low N
CC0309FS4R0718177002	71817	Root	CentralCity	3	9	Full N	S4	Atlas	79	Sweet	Full N_Sweet	Sweet_Full N
CC0309LS4R0718177023	71817	Root	CentralCity	3	9	Low N	S4	Atlas	79	Sweet	Low N_Sweet	Sweet_Low N
CC0310FE13R0718177003	71817	Root	CentralCity	3	10	Full N	E13	PI297130	83	Energy	Full N_Energy	Energy_Full N
CC0310LE13R0718177024	71817	Root	CentralCity	3	10	Low N	E13	PI297130	81	Energy	Low N_Energy	Energy_Low N
CC0311FE14R0718175903	71817	Root	CentralCity	3	11	Full N	E14	Grassl	84	Energy	Full N_Energy	Energy_Full N
CC0311LE14R0718175906	71817	Root	CentralCity	3	11	Low N	E14	Grassl	85	Energy	Low N_Energy	Energy_Low N
CC0312FS5R0718177004	71817	Root	CentralCity	3	12	Full N	S5	Leoti	82	Sweet	Full N_Sweet	Sweet_Full N
CC0312LS5R0718177025	71817	Root	CentralCity	3	12	Low N	S5	Leoti	87	Sweet	Low N_Sweet	Sweet_Low N
CC0313FE11R0718177005	71817	Root	CentralCity	3	13	Full N	E11	PI506069	88	Energy	Full N_Energy	Energy_Full N
CC0313LE11R0718177026	71817	Root	CentralCity	3	13	Low N	E11	PI506069	84	Energy	Low N_Energy	Energy_Low N
CC0314FS8R0718177006	71817	Root	CentralCity	3	14	Full N	S8	Rio	84	Sweet	Full N_Sweet	Sweet_Full N
CC0314LS8R0718177027	71817	Root	CentralCity	3	14	Low N	S8	Rio	83	Sweet	Low N_Sweet	Sweet_Low N
CC0315FE4R0718177007	71817	Root	CentralCity	3	15	Full N	E4	PI329632	80	Energy	Full N_Energy	Energy_Full N
CC0315LE4R0718177028	71817	Root	CentralCity	3	15	Low N	E4	PI329632	84	Energy	Low N_Energy	Energy_Low N
CC0316LE8R0718177029	71817	Root	CentralCity	3	16	Low N	E8	M81e	86	Energy	Low N_Energy	Energy_Low N
CC0317FE15R0718177009	71817	Root	CentralCity	3	17	Full N	E15	PI152730	88	Energy	Full N_Energy	Energy_Full N
CC0317LE15R0718177030	71817	Root	CentralCity	3	17	Low N	E15	PI152730	79	Energy	Low N_Energy	Energy_Low N
CC0318FE18R0718177010	71817	Root	CentralCity	3	18	Full N	E18	PI510757	85	Energy	Full N_Energy	Energy_Full N
CC0318LE18R0718177031	71817	Root	CentralCity	3	18	Low N	E18	PI510757	79	Energy	Low N_Energy	Energy_Low N
CC0319FE5R0718177011	71817	Root	CentralCity	3	19	Full N	E5	PI35038	86	Energy	Full N_Energy	Energy_Full N
CC0319LE5R0718177032	71817	Root	CentralCity	3	19	Low N	E5	PI35038	81	Energy	Low N_Energy	Energy_Low N
CC0320FE7R0718177012	71817	Root	CentralCity	3	20	Full N	E7	NTJ2	87	Energy	Full N_Energy	Energy_Full N
CC0320LE7R0718177033	71817	Root	CentralCity	3	20	Low N	E7	NTJ2	88	Energy	Low N_Energy	Energy_Low N
CC0321FE1R0718177013	71817	Root	CentralCity	3	21	Full N	E1	PI329311	80	Energy	Full N_Energy	Energy_Full N
CC0322FE6R0718177014	71817	Root	CentralCity	3	22	Full N	E6	PI585954	80	Energy	Full N_Energy	Energy_Full N
CC0322LE6R0718177035	71817	Root	CentralCity	3	22	Low N	E6	PI585954	85	Energy	Low N_Energy	Energy_Low N
CC0323FE3R0718177015	71817	Root	CentralCity	3	23	Full N	E3	PI505735	84	Energy	Full N_Energy	Energy_Full N
CC0323LE3R0718177036	71817	Root	CentralCity	3	23	Low N	E3	PI505735	81	Energy	Low N_Energy	Energy_Low N
CC0324FS6R0718177016	71817	Root	CentralCity	3	24	Full N	S6	ChineseAmber	80	Sweet	Full N_Sweet	Sweet_Full N
CC0324LS6R0718178585	71817	Root	CentralCity	3	24	Low N	S6	ChineseAmber	97	Sweet	Low N_Sweet	Sweet_Low N
CC0401FG3R0718177062	71817	Root	CentralCity	4	1	Full N	G3	Btx642	79	Grain	Full N_Grain	Grain_Full N
CC0401LG3R0718177038	71817	Root	CentralCity	4	1	Low N	G3	Btx642	88	Grain	Low N_Grain	Grain_Low N
CC0402FG1R0718177063	71817	Root	CentralCity	4	2	Full N	G1	BTx623	87	Grain	Full N_Grain	Grain_Full N
CC0402LG1R0718177039	71817	Root	CentralCity	4	2	Low N	G1	BTx623	82	Grain	Low N_Grain	Grain_Low N
CC0403FE17R0718177064	71817	Root	CentralCity	4	3	Full N	E17	PI655972	85	Energy	Full N_Energy	Energy_Full N
CC0403LE17R0718177040	71817	Root	CentralCity	4	3	Low N	E17	PI655972	84	Energy	Low N_Energy	Energy_Low N
CC0404FE10R0718177065	71817	Root	CentralCity	4	4	Full N	E10	PI297155	81	Energy	Full N_Energy	Energy_Full N
CC0405FS10R0718177066	71817	Root	CentralCity	4	5	Full N	S10	China17	88	Sweet	Full N_Sweet	Sweet_Full N
CC0405LS10R0718177042	71817	Root	CentralCity	4	5	Low N	S10	China17	79	Sweet	Low N_Sweet	Sweet_Low N
CC0406FS2R0718177067	71817	Root	CentralCity	4	6	Full N	S2	SanChiSan	87	Sweet	Full N_Sweet	Sweet_Full N
CC0407FE18R0718177068	71817	Root	CentralCity	4	7	Full N	E18	PI510757	87	Energy	Full N_Energy	Energy_Full N
CC0407LE18R0718177044	71817	Root	CentralCity	4	7	Low N	E18	PI510757	83	Energy	Low N_Energy	Energy_Low N
CC0408FS4R0718177069	71817	Root	CentralCity	4	8	Full N	S4	Atlas	86	Sweet	Full N_Sweet	Sweet_Full N
CC0409FS6R0718177070	71817	Root	CentralCity	4	9	Full N	S6	ChineseAmber	88	Sweet	Full N_Sweet	Sweet_Full N
CC0409LS6R0718177046	71817	Root	CentralCity	4	9	Low N	S6	ChineseAmber	84	Sweet	Low N_Sweet	Sweet_Low N
CC0410FS5R0718177071	71817	Root	CentralCity	4	10	Full N	S5	Leoti	81	Sweet	Full N_Sweet	Sweet_Full N
CC0410LS5R0718177047	71817	Root	CentralCity	4	10	Low N	S5	Leoti	88	Sweet	Low N_Sweet	Sweet_Low N
CC0411FE7R0718177072	71817	Root	CentralCity	4	11	Full N	E7	NTJ2	88	Energy	Full N_Energy	Energy_Full N
CC0412FE15R0718177073	71817	Root	CentralCity	4	12	Full N	E15	PI152730	88	Energy	Full N_Energy	Energy_Full N
CC0412LE15R0718177049	71817	Root	CentralCity	4	12	Low N	E15	PI152730	85	Energy	Low N_Energy	Energy_Low N
CC0413FE6R0718177074	71817	Root	CentralCity	4	13	Full N	E6	PI585954	86	Energy	Full N_Energy	Energy_Full N
CC0414FS3R0718177075	71817	Root	CentralCity	4	14	Full N	S3	ICSV700	87	Sweet	Full N_Sweet	Sweet_Full N
CC0414LS3R0718177051	71817	Root	CentralCity	4	14	Low N	S3	ICSV700	88	Sweet	Low N_Sweet	Sweet_Low N
CC0415FE1R0718177076	71817	Root	CentralCity	4	15	Full N	E1	PI329311	81	Energy	Full N_Energy	Energy_Full N
CC0416FE4R0718177077	71817	Root	CentralCity	4	16	Full N	E4	PI329632	79	Energy	Full N_Energy	Energy_Full N
CC0416LE4R0718177053	71817	Root	CentralCity	4	16	Low N	E4	PI329632	81	Energy	Low N_Energy	Energy_Low N
CC0417FE9R0718177078	71817	Root	CentralCity	4	17	Full N	E9	PI229841	82	Energy	Full N_Energy	Energy_Full N
CC0417LE9R0718177054	71817	Root	CentralCity	4	17	Low N	E9	PI229841	85	Energy	Low N_Energy	Energy_Low N
CC0418FS8R0718177079	71817	Root	CentralCity	4	18	Full N	S8	Rio	82	Sweet	Full N_Sweet	Sweet_Full N
CC0418LS8R0718177055	71817	Root	CentralCity	4	18	Low N	S8	Rio	84	Sweet	Low N_Sweet	Sweet_Low N
CC0419FE8R0718177080	71817	Root	CentralCity	4	19	Full N	E8	M81e	87	Energy	Full N_Energy	Energy_Full N
CC0419LE8R0718177056	71817	Root	CentralCity	4	19	Low N	E8	M81e	88	Energy	Low N_Energy	Energy_Low N
CC0420FE13R0718177081	71817	Root	CentralCity	4	20	Full N	E13	PI297130	82	Energy	Full N_Energy	Energy_Full N
CC0421FE5R0718177082	71817	Root	CentralCity	4	21	Full N	E5	PI35038	83	Energy	Full N_Energy	Energy_Full N
CC0421LE5R0718177058	71817	Root	CentralCity	4	21	Low N	E5	PI35038	87	Energy	Low N_Energy	Energy_Low N
CC0422FE14R0718177083	71817	Root	CentralCity	4	22	Full N	E14	Grassl	85	Energy	Full N_Energy	Energy_Full N
CC0422LE14R0718177059	71817	Root	CentralCity	4	22	Low N	E14	Grassl	79	Energy	Low N_Energy	Energy_Low N
CC0423FE3R0718177084	71817	Root	CentralCity	4	23	Full N	E3	PI505735	85	Energy	Full N_Energy	Energy_Full N
CC0423LE3R0718177060	71817	Root	CentralCity	4	23	Low N	E3	PI505735	87	Energy	Low N_Energy	Energy_Low N
CC0424LE11R0718177061	71817	Root	CentralCity	4	24	Low N	E11	PI506069	88	Energy	Low N_Energy	Energy_Low N
CC0501FG1R0718175908	71817	Root	CentralCity	5	1	Full N	G1	BTx623	86	Grain	Full N_Grain	Grain_Full N
CC0501LG1R0718175910	71817	Root	CentralCity	5	1	Low N	G1	BTx623	86	Grain	Low N_Grain	Grain_Low N
CC0502FG3R0718177086	71817	Root	CentralCity	5	2	Full N	G3	Btx642	85	Grain	Full N_Grain	Grain_Full N
CC0502LG3R0718177107	71817	Root	CentralCity	5	2	Low N	G3	Btx642	83	Grain	Low N_Grain	Grain_Low N
CC0503FS2R0718177087	71817	Root	CentralCity	5	3	Full N	S2	SanChiSan	87	Sweet	Full N_Sweet	Sweet_Full N
CC0503LS2R0718177108	71817	Root	CentralCity	5	3	Low N	S2	SanChiSan	81	Sweet	Low N_Sweet	Sweet_Low N
CC0504FS10R0718177088	71817	Root	CentralCity	5	4	Full N	S10	China17	86	Sweet	Full N_Sweet	Sweet_Full N
CC0504LS10R0718177109	71817	Root	CentralCity	5	4	Low N	S10	China17	81	Sweet	Low N_Sweet	Sweet_Low N
CC0505FE17R0718175907	71817	Root	CentralCity	5	5	Full N	E17	PI655972	87	Energy	Full N_Energy	Energy_Full N
CC0505LE17R0718175911	71817	Root	CentralCity	5	5	Low N	E17	PI655972	81	Energy	Low N_Energy	Energy_Low N
CC0506FE10R0718177089	71817	Root	CentralCity	5	6	Full N	E10	PI297155	88	Energy	Full N_Energy	Energy_Full N
CC0506LE10R0718177110	71817	Root	CentralCity	5	6	Low N	E10	PI297155	87	Energy	Low N_Energy	Energy_Low N
CC0507FE15R0718177090	71817	Root	CentralCity	5	7	Full N	E15	PI152730	80	Energy	Full N_Energy	Energy_Full N
CC0507LE15R0718177111	71817	Root	CentralCity	5	7	Low N	E15	PI152730	84	Energy	Low N_Energy	Energy_Low N
CC0508FE5R0718177091	71817	Root	CentralCity	5	8	Full N	E5	PI35038	86	Energy	Full N_Energy	Energy_Full N
CC0508LE5R0718177112	71817	Root	CentralCity	5	8	Low N	E5	PI35038	88	Energy	Low N_Energy	Energy_Low N
CC0509FE4R0718177092	71817	Root	CentralCity	5	9	Full N	E4	PI329632	81	Energy	Full N_Energy	Energy_Full N
CC0509LE4R0718177113	71817	Root	CentralCity	5	9	Low N	E4	PI329632	81	Energy	Low N_Energy	Energy_Low N
CC0510LE9R0718177114	71817	Root	CentralCity	5	10	Low N	E9	PI229841	82	Energy	Low N_Energy	Energy_Low N
CC0511FE7R0718177094	71817	Root	CentralCity	5	11	Full N	E7	NTJ2	83	Energy	Full N_Energy	Energy_Full N
CC0511LE7R0718177115	71817	Root	CentralCity	5	11	Low N	E7	NTJ2	79	Energy	Low N_Energy	Energy_Low N
CC0512FE14R0718175909	71817	Root	CentralCity	5	12	Full N	E14	Grassl	83	Energy	Full N_Energy	Energy_Full N
CC0512LE14R0718175912	71817	Root	CentralCity	5	12	Low N	E14	Grassl	82	Energy	Low N_Energy	Energy_Low N
CC0513FS3R0718177095	71817	Root	CentralCity	5	13	Full N	S3	ICSV700	84	Sweet	Full N_Sweet	Sweet_Full N
CC0513LS3R0718177116	71817	Root	CentralCity	5	13	Low N	S3	ICSV700	87	Sweet	Low N_Sweet	Sweet_Low N
CC0514FE6R0718177096	71817	Root	CentralCity	5	14	Full N	E6	PI585954	83	Energy	Full N_Energy	Energy_Full N
CC0514LE6R0718177117	71817	Root	CentralCity	5	14	Low N	E6	PI585954	86	Energy	Low N_Energy	Energy_Low N
CC0515FS4R0718177097	71817	Root	CentralCity	5	15	Full N	S4	Atlas	80	Sweet	Full N_Sweet	Sweet_Full N
CC0515LS4R0718177118	71817	Root	CentralCity	5	15	Low N	S4	Atlas	81	Sweet	Low N_Sweet	Sweet_Low N
CC0516FE11R0718177098	71817	Root	CentralCity	5	16	Full N	E11	PI506069	87	Energy	Full N_Energy	Energy_Full N
CC0516LE11R0718177119	71817	Root	CentralCity	5	16	Low N	E11	PI506069	79	Energy	Low N_Energy	Energy_Low N
CC0517FE1R0718177099	71817	Root	CentralCity	5	17	Full N	E1	PI329311	86	Energy	Full N_Energy	Energy_Full N
CC0517LE1R0718177120	71817	Root	CentralCity	5	17	Low N	E1	PI329311	86	Energy	Low N_Energy	Energy_Low N
CC0518FE3R0718177100	71817	Root	CentralCity	5	18	Full N	E3	PI505735	79	Energy	Full N_Energy	Energy_Full N
CC0518LE3R0718177121	71817	Root	CentralCity	5	18	Low N	E3	PI505735	83	Energy	Low N_Energy	Energy_Low N
CC0519FS6R0718177101	71817	Root	CentralCity	5	19	Full N	S6	ChineseAmber	80	Sweet	Full N_Sweet	Sweet_Full N
CC0520FE13R0718177102	71817	Root	CentralCity	5	20	Full N	E13	PI297130	81	Energy	Full N_Energy	Energy_Full N
CC0520LE13R0718177123	71817	Root	CentralCity	5	20	Low N	E13	PI297130	84	Energy	Low N_Energy	Energy_Low N
CC0521FE8R0718177103	71817	Root	CentralCity	5	21	Full N	E8	M81e	87	Energy	Full N_Energy	Energy_Full N
CC0521LE8R0718177124	71817	Root	CentralCity	5	21	Low N	E8	M81e	79	Energy	Low N_Energy	Energy_Low N
CC0522FE18R0718177104	71817	Root	CentralCity	5	22	Full N	E18	PI510757	86	Energy	Full N_Energy	Energy_Full N
CC0522LE18R0718177125	71817	Root	CentralCity	5	22	Low N	E18	PI510757	80	Energy	Low N_Energy	Energy_Low N
CC0523FS8R0718177105	71817	Root	CentralCity	5	23	Full N	S8	Rio	79	Sweet	Full N_Sweet	Sweet_Full N
CC0523LS8R0718177126	71817	Root	CentralCity	5	23	Low N	S8	Rio	87	Sweet	Low N_Sweet	Sweet_Low N
CC0524FS5R0718177106	71817	Root	CentralCity	5	24	Full N	S5	Leoti	85	Sweet	Full N_Sweet	Sweet_Full N
CC0524LS5R0718177127	71817	Root	CentralCity	5	24	Low N	S5	Leoti	87	Sweet	Low N_Sweet	Sweet_Low N
CC0601FG3R0718177128	71817	Root	CentralCity	6	1	Full N	G3	Btx642	87	Grain	Full N_Grain	Grain_Full N
CC0601LG3R0718177149	71817	Root	CentralCity	6	1	Low N	G3	Btx642	79	Grain	Low N_Grain	Grain_Low N
CC0602FG1R0718175913	71817	Root	CentralCity	6	2	Full N	G1	BTx623	82	Grain	Full N_Grain	Grain_Full N
CC0602LG1R0718175916	71817	Root	CentralCity	6	2	Low N	G1	BTx623	84	Grain	Low N_Grain	Grain_Low N
CC0603FS2R0718178586	71817	Root	CentralCity	6	3	Full N	S2	SanChiSan	90	Sweet	Full N_Sweet	Sweet_Full N
CC0603LS2R0718177150	71817	Root	CentralCity	6	3	Low N	S2	SanChiSan	85	Sweet	Low N_Sweet	Sweet_Low N
CC0604FE10R0718177130	71817	Root	CentralCity	6	4	Full N	E10	PI297155	80	Energy	Full N_Energy	Energy_Full N
